	SHH_WT_models_highres31596.py	SHH_WT_models_highres1378.py	SHH_WT_models_highres4863.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres25781.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres8490.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres8834.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres23466.py	SHH_WT_models_highres2200.py	SHH_WT_models_highres12741.py	SHH_WT_models_highres47931.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres39011.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres15002.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres5002.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres30274.py	SHH_WT_models_highres7416.py	SHH_WT_models_highres24273.py	SHH_WT_models_highres1427.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres10707.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres27492.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres7736.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres38933.py	SHH_WT_models_highres38046.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres40627.py	SHH_WT_models_highres16260.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres40730.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres17007.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres27213.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres15001.py	SHH_WT_models_highres6063.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres15190.py	SHH_WT_models_highres20684.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres45679.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres27394.py	SHH_WT_models_highres12843.py	SHH_WT_models_highres5327.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres48059.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres34831.py	SHH_WT_models_highres9547.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres15191.py	SHH_WT_models_highres38493.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres32352.py	SHH_WT_models_highres44329.py	SHH_WT_models_highres34949.py	SHH_WT_models_highres92.py	SHH_WT_models_highres18152.py	SHH_WT_models_highres42121.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres24225.py	SHH_WT_models_highres32152.py	SHH_WT_models_highres30124.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres26145.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres42018.py	SHH_WT_models_highres11523.py	SHH_WT_models_highres3231.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres4341.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres9291.py	SHH_WT_models_highres12921.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres35888.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres4519.py	SHH_WT_models_highres36644.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres40847.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres32499.py	SHH_WT_models_highres29850.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres9675.py	SHH_WT_models_highres34461.py	SHH_WT_models_highres46795.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres40612.py	SHH_WT_models_highres44157.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres9943.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres23364.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres16398.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres8869.py	SHH_WT_models_highres31237.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres27253.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres43177.py	SHH_WT_models_highres7009.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres40714.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres45161.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres31883.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres40816.py	SHH_WT_models_highres4191.py	SHH_WT_models_highres44104.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres8601.py	SHH_WT_models_highres42759.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres9303.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres29052.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres49590.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres15620.py	SHH_WT_models_highres46847.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres33371.py	
SHH_WT_models_highres38046.py	1716.828	443.079	451.08	1740.099	1672.281	1763.975	333.748	1701.775	1705.423	1720.75	1744.425	1753.212	1755.064	1760.872	1760.125	1760.498	1724.325	478.898	1741.573	1696.494	1754.604	1752.464	1711.468	1722.306	354.058	370.701	511.541	489.757	1725.39	1759.418	484.174	1755.33	361.859	1748.215	1748.023	329.31	1776.935	1747.109	478.547	480.899	492.899	392.937	1699.51	682.85	1700.258	1769.57	1761.946	421.516	1708.973	473.149	1756.014	370.296	0.0	1722.139	503.226	476.332	1739.611	1762.907	378.59	1695.982	1759.3	370.77	1760.595	1756.584	485.981	1773.78	349.84	383.876	1764.832	1698.349	1726.529	1751.704	1756.576	1714.002	498.851	550.125	1759.997	278.449	1727.945	1751.123	345.317	501.927	520.786	1762.336	494.836	1766.998	1759.882	362.324	412.596	1714.691	1737.132	1744.73	1750.182	365.802	523.238	1746.9	535.207	504.776	373.878	1769.499	1723.641	487.754	1718.385	514.431	480.757	378.415	1766.155	1733.118	1735.082	1808.339	383.426	1737.639	1770.207	1721.393	394.485	373.066	651.515	1751.044	1764.344	1704.458	1779.023	532.723	1766.977	1728.864	498.302	376.354	1740.748	604.204	1742.155	408.285	531.122	1752.571	1778.838	351.512	1747.793	1747.262	399.772	436.101	1755.749	1764.334	384.652	345.427	227.262	1666.797	1659.562	1786.133	1751.051	539.624	491.169	1625.573	1783.079	369.419	1721.251	1720.796	508.666	1794.486	428.387	1785.441	1754.837	1750.592	486.746	267.169	1752.163	534.501	1781.272	1729.367	1770.462	451.016	325.143	1732.421	310.753	1774.556	1733.564	515.748	1772.615	1687.665	522.153	1691.295	1769.946	363.268	502.04	390.432	1703.713	1712.424	1791.086	392.984	503.469	1775.013	390.685	1739.923	385.344	1762.307	521.949	1738.162	1780.9	393.563	394.036	1678.626	1817.972	492.045	
SHH_WT_models_highres49180.py	289.305	1738.648	1735.061	396.506	386.822	390.198	1712.642	237.563	303.337	283.309	398.589	207.065	221.392	363.836	395.896	183.843	254.926	1760.52	187.528	486.752	197.28	413.543	354.563	284.356	1730.025	1696.701	1707.751	1742.287	171.982	371.766	1723.444	425.626	1686.878	358.732	388.772	1729.708	425.959	284.486	1749.11	1734.464	1743.674	1649.219	299.008	1784.314	413.456	398.966	451.291	1722.185	366.769	1755.048	217.155	1734.063	1722.139	0.0	1733.509	1705.88	255.766	291.196	1693.13	328.308	307.141	1699.685	360.061	287.286	1663.72	249.948	1689.942	1675.825	310.771	321.541	470.067	446.071	276.208	282.672	1709.961	1700.644	378.728	1714.956	395.829	381.73	1692.493	1732.163	1655.795	384.42	1744.937	342.869	386.066	1723.869	1658.28	357.939	479.506	409.602	409.824	1732.522	1733.867	340.105	1720.36	1755.806	1723.428	349.866	473.844	1743.748	420.549	1722.285	1705.732	1711.598	345.321	305.764	340.512	507.695	1731.664	309.653	317.129	518.651	1674.033	1745.411	1758.213	339.202	411.351	424.15	513.492	1772.255	408.417	413.637	1707.8	1717.489	301.887	1732.35	385.886	1647.087	1769.24	375.947	289.425	1767.435	305.46	447.123	1701.959	1635.197	463.688	299.281	1736.549	1704.813	1713.369	469.717	362.346	529.616	427.247	1685.404	1727.893	419.611	337.462	1727.022	370.532	246.267	1730.996	402.934	1665.037	506.995	362.982	243.862	1764.391	1723.183	347.337	1717.246	396.077	403.31	423.799	1640.793	1719.697	325.159	1703.166	498.916	459.517	1707.374	421.295	407.729	1726.086	479.473	399.722	1728.093	1663.136	1721.94	326.656	416.121	409.696	1743.843	1764.999	482.922	1693.146	372.769	1728.277	375.885	1687.358	443.193	492.545	1719.774	1707.65	376.567	543.04	1712.237	
SHH_WT_models_highres40627.py	1733.928	293.146	233.988	1730.641	1668.069	1744.782	404.73	1707.228	1711.033	1732.186	1769.827	1762.327	1742.862	1737.738	1740.761	1755.237	1738.158	329.458	1753.026	1666.864	1743.355	1743.817	1694.17	1749.492	405.827	474.559	376.026	310.276	1749.34	1758.764	328.621	1747.046	468.372	1729.813	1747.722	451.903	1755.12	1736.104	359.642	372.382	337.581	405.223	1703.275	750.656	1678.129	1762.788	1772.313	462.991	1709.497	299.364	1762.367	384.255	503.226	1733.509	0.0	355.294	1770.392	1744.681	441.883	1715.355	1757.249	483.507	1749.268	1729.577	334.541	1767.858	391.29	524.676	1739.24	1722.972	1696.603	1734.643	1761.061	1711.737	153.237	251.835	1770.615	500.602	1719.986	1754.035	495.133	441.025	507.613	1788.261	338.638	1748.317	1784.219	344.691	536.038	1714.703	1698.839	1737.512	1750.844	320.184	395.976	1735.389	419.481	309.238	326.152	1754.226	1693.988	228.286	1684.974	136.063	425.529	310.953	1741.714	1724.402	1725.358	1765.837	410.782	1725.923	1744.943	1743.808	469.953	340.767	599.581	1748.624	1733.163	1697.337	1735.658	353.881	1739.035	1705.678	358.798	414.702	1735.495	579.379	1741.582	447.497	491.267	1737.673	1771.549	427.233	1736.028	1776.641	345.151	538.234	1768.209	1767.06	304.074	475.841	490.449	1685.568	1672.048	1747.222	1753.041	518.485	263.935	1637.946	1749.379	348.683	1728.47	1733.329	155.711	1760.431	525.722	1769.48	1743.844	1770.76	286.474	498.291	1742.052	134.312	1751.65	1734.276	1737.117	557.745	476.292	1733.043	386.397	1778.244	1698.238	315.811	1763.251	1672.542	352.294	1675.894	1753.217	472.091	356.932	453.393	1710.881	1718.882	1759.57	479.461	437.619	1786.535	405.007	1730.098	484.552	1745.216	361.304	1728.767	1778.229	472.544	347.434	1681.183	1783.35	293.727	
SHH_WT_models_highres16260.py	1701.872	266.885	243.974	1694.839	1641.003	1711.473	380.16	1675.255	1684.2	1702.708	1739.443	1734.994	1721.494	1706.753	1703.7	1732.651	1706.362	222.837	1727.112	1632.668	1720.068	1717.363	1669.695	1719.231	394.9	378.277	358.333	266.354	1722.396	1735.861	242.191	1709.208	374.634	1706.084	1719.405	371.758	1727.615	1713.358	233.276	253.731	255.715	419.277	1673.861	704.263	1652.619	1731.405	1738.172	392.789	1681.149	238.221	1739.222	379.221	476.332	1705.88	355.294	0.0	1742.872	1727.68	438.628	1687.829	1736.758	389.074	1728.336	1715.375	353.056	1744.057	371.124	405.777	1730.467	1686.646	1665.649	1702.512	1741.271	1690.128	326.971	365.211	1747.292	501.051	1700.036	1729.538	406.7	271.855	415.128	1761.641	233.241	1723.281	1760.909	390.033	414.807	1685.605	1661.482	1715.206	1728.025	416.693	350.914	1716.129	343.495	249.414	426.683	1736.039	1667.651	324.217	1662.04	364.622	330.784	447.874	1729.954	1703.503	1701.57	1733.238	373.242	1710.831	1723.135	1707.526	434.867	399.819	587.392	1729.808	1705.379	1676.102	1702.751	326.678	1709.742	1680.879	295.725	410.932	1713.926	461.251	1720.585	489.334	396.236	1706.672	1754.688	369.872	1718.783	1757.085	469.373	476.99	1746.922	1745.815	436.24	386.0	477.19	1651.302	1648.708	1708.407	1720.041	377.685	246.078	1602.013	1735.94	394.126	1699.612	1713.054	348.714	1731.582	426.524	1749.679	1721.765	1743.901	334.601	515.968	1726.302	366.712	1723.022	1714.161	1712.998	470.713	521.619	1711.638	453.573	1745.187	1674.411	338.476	1736.541	1648.759	307.442	1642.203	1721.599	401.209	339.068	385.549	1679.193	1688.629	1731.895	388.329	287.053	1757.012	417.398	1705.279	362.292	1728.247	345.293	1700.195	1757.376	394.011	419.877	1655.849	1748.999	351.024	
SHH_WT_models_highres3504.py	268.31	1769.617	1771.583	399.865	388.046	409.975	1740.815	253.7	268.377	281.881	333.115	140.847	267.137	373.155	436.181	175.681	305.003	1781.494	178.822	499.851	232.885	430.744	397.353	149.935	1749.194	1717.319	1742.84	1770.618	212.579	362.13	1760.042	435.539	1710.24	390.847	359.94	1750.446	416.713	303.335	1786.094	1769.83	1770.569	1677.447	276.682	1781.683	413.698	389.833	435.546	1738.159	382.254	1788.432	185.107	1754.28	1739.611	255.766	1770.392	1742.872	0.0	324.891	1710.178	265.479	323.16	1714.73	366.595	379.079	1699.834	279.422	1714.85	1701.965	394.64	319.636	494.151	456.709	295.98	287.166	1748.572	1741.323	332.898	1732.555	374.819	335.132	1714.677	1764.672	1683.974	332.326	1775.381	403.679	311.418	1752.746	1680.676	359.472	510.935	366.913	359.078	1752.178	1768.999	357.611	1748.069	1777.415	1748.534	390.423	502.58	1776.142	489.191	1762.339	1742.586	1736.97	399.404	369.456	340.542	537.351	1750.752	365.233	341.784	500.84	1708.338	1779.206	1787.957	345.749	495.758	427.474	527.728	1779.319	486.104	403.351	1746.668	1739.397	354.868	1765.24	348.809	1677.503	1796.86	446.235	299.682	1796.778	344.073	392.316	1730.019	1655.434	420.843	301.691	1765.061	1725.739	1723.566	454.062	313.396	601.756	426.734	1717.925	1762.497	416.646	339.454	1755.784	359.344	335.464	1771.885	460.254	1697.648	496.505	417.958	245.319	1788.835	1742.44	343.814	1754.532	469.558	334.581	478.719	1668.761	1738.125	362.798	1718.504	513.261	493.337	1744.69	415.195	456.727	1762.842	468.358	438.474	1753.526	1700.562	1750.979	298.615	386.208	482.651	1766.406	1777.439	485.059	1720.84	398.384	1759.37	371.193	1723.46	377.903	478.026	1733.352	1741.66	396.212	574.518	1749.41	
SHH_WT_models_highres20506.py	242.952	1755.567	1750.19	396.501	315.455	354.366	1744.131	322.139	307.619	229.444	362.627	250.952	189.163	400.519	356.847	282.864	221.343	1777.723	258.8	482.848	247.555	404.804	287.701	349.664	1773.464	1732.982	1720.882	1758.857	253.538	411.62	1745.242	397.04	1725.13	392.504	425.808	1774.548	404.344	241.669	1773.799	1756.237	1761.356	1681.756	309.908	1817.078	454.027	374.552	414.455	1757.763	324.177	1765.865	327.354	1776.112	1762.907	291.196	1744.681	1727.68	324.891	0.0	1724.17	354.75	224.393	1737.518	424.236	262.684	1679.411	348.914	1727.162	1712.209	294.505	295.797	438.679	410.081	337.44	306.823	1729.417	1729.267	409.381	1753.481	312.499	453.463	1731.17	1752.992	1682.868	307.544	1763.519	369.507	325.408	1758.498	1695.119	296.089	516.865	476.828	449.029	1773.833	1744.99	230.32	1741.395	1775.033	1763.737	425.172	443.433	1754.419	380.874	1738.23	1727.287	1754.222	262.822	247.802	284.924	473.336	1768.974	264.137	270.856	511.06	1706.97	1780.108	1767.054	437.767	409.15	318.847	489.764	1777.884	374.376	484.441	1725.59	1755.067	240.919	1756.937	454.538	1683.086	1781.128	386.139	329.188	1798.864	226.13	376.456	1736.506	1676.683	468.286	307.848	1768.381	1740.635	1756.952	370.396	405.634	520.707	385.316	1707.574	1735.202	426.595	246.592	1766.191	452.856	351.317	1744.4	362.271	1696.579	497.013	437.372	290.03	1771.833	1766.342	442.951	1737.089	360.69	479.183	404.515	1668.336	1763.784	194.144	1744.229	524.902	430.095	1717.349	372.226	349.686	1747.571	487.196	377.243	1767.576	1680.086	1759.972	359.508	435.524	377.777	1778.857	1785.308	512.548	1742.021	417.738	1768.089	454.74	1704.994	484.442	501.003	1755.493	1747.707	302.747	546.952	1728.712	
SHH_WT_models_highres40730.py	1686.678	383.228	408.795	1666.184	1633.98	1688.343	243.54	1669.247	1661.331	1688.111	1718.602	1722.322	1720.428	1689.637	1686.166	1722.472	1702.666	428.271	1706.248	1608.237	1713.481	1680.8	1680.334	1688.833	227.955	279.225	446.793	462.825	1702.495	1696.735	409.924	1684.37	283.514	1681.125	1680.375	294.552	1701.344	1697.801	448.252	423.982	441.372	300.679	1661.932	617.774	1621.062	1693.687	1699.756	280.014	1681.48	430.529	1719.957	297.44	378.59	1693.13	441.883	438.628	1710.178	1724.17	0.0	1657.568	1729.221	265.4	1696.081	1724.091	452.503	1741.409	230.238	290.967	1729.742	1675.01	1642.919	1677.868	1711.276	1670.878	447.037	505.679	1701.738	486.879	1685.006	1681.532	286.091	455.858	492.045	1733.637	480.169	1700.509	1731.672	277.393	298.591	1677.472	1684.97	1673.849	1682.142	280.223	486.178	1719.561	452.238	461.233	335.163	1709.859	1646.267	406.098	1641.627	479.456	457.001	306.262	1731.83	1700.199	1697.147	1758.746	335.956	1705.21	1736.581	1659.363	330.196	319.5	592.843	1693.712	1696.933	1669.673	1717.881	458.61	1699.149	1651.177	454.286	350.896	1715.174	587.271	1678.32	319.446	523.748	1693.674	1743.76	345.679	1713.138	1719.71	327.321	301.08	1695.953	1725.679	321.733	300.684	388.792	1632.276	1628.125	1748.074	1687.964	506.609	408.447	1586.759	1743.577	340.812	1663.137	1687.942	483.359	1718.133	357.731	1747.768	1697.928	1727.614	449.01	493.23	1687.929	487.623	1710.847	1660.216	1697.674	362.961	487.893	1696.962	242.154	1763.298	1655.515	456.787	1695.955	1644.116	480.73	1612.363	1707.5	257.379	443.953	334.899	1663.802	1638.659	1722.441	321.59	469.614	1767.592	256.325	1674.798	322.146	1693.62	468.414	1655.153	1765.52	316.025	335.312	1640.728	1774.723	409.166	
SHH_WT_models_highres23113.py	302.698	1710.334	1714.647	438.875	280.533	434.356	1686.962	225.068	124.401	331.703	411.351	270.389	338.884	434.693	428.106	281.435	317.988	1742.449	278.033	442.45	322.028	456.616	339.65	262.476	1704.768	1673.755	1687.282	1727.138	265.036	392.743	1701.606	441.849	1667.459	451.439	413.484	1712.653	459.661	324.94	1728.709	1709.354	1726.534	1631.973	214.67	1757.462	347.2	381.522	490.397	1690.174	347.492	1741.71	291.671	1724.603	1695.982	328.308	1715.355	1687.829	265.479	354.75	1657.568	0.0	352.496	1676.956	422.448	445.508	1644.344	333.886	1666.378	1651.411	448.159	341.164	423.656	477.488	366.594	233.623	1691.551	1689.728	393.05	1694.503	352.274	381.984	1673.753	1704.875	1624.279	391.436	1735.552	442.562	353.725	1700.427	1632.785	326.26	459.7	425.38	409.072	1710.534	1712.96	359.458	1688.611	1742.511	1707.499	453.057	441.265	1716.349	440.643	1707.734	1684.37	1693.05	453.296	420.48	365.785	538.029	1724.403	382.857	326.668	527.665	1668.398	1728.967	1734.631	407.792	522.404	359.939	505.644	1753.64	504.61	358.901	1690.045	1706.15	418.016	1708.16	401.158	1635.437	1749.356	488.667	372.641	1753.271	409.778	431.884	1681.094	1608.218	466.423	336.772	1714.443	1688.421	1687.222	335.658	301.573	622.092	480.034	1664.438	1709.717	347.088	413.404	1710.869	407.664	414.531	1717.284	496.978	1655.994	507.14	456.461	296.866	1749.103	1711.641	402.263	1699.02	499.66	396.372	501.318	1629.871	1708.225	349.384	1677.361	546.333	431.81	1690.562	467.202	358.584	1707.59	460.636	496.721	1702.553	1647.335	1707.367	230.633	409.595	516.333	1725.773	1742.72	504.708	1675.521	445.576	1712.057	424.594	1672.445	401.207	515.364	1707.815	1692.139	347.22	584.125	1689.14	
SHH_WT_models_highres4319.py	207.694	1763.237	1759.039	372.174	353.248	386.484	1746.366	325.347	331.288	182.414	329.598	295.544	271.145	418.434	365.522	292.882	185.25	1787.328	291.869	492.59	291.31	370.973	312.507	332.432	1771.636	1725.437	1732.437	1767.335	254.406	408.014	1752.473	362.43	1722.552	381.179	433.696	1772.518	369.221	309.0	1777.622	1758.756	1769.932	1685.279	351.556	1809.191	456.028	392.739	417.854	1754.033	325.778	1777.832	310.932	1772.615	1759.3	307.141	1757.249	1736.758	323.16	224.393	1729.221	352.496	0.0	1729.218	418.764	267.995	1689.306	291.543	1729.616	1708.61	290.312	234.194	429.229	417.51	348.884	332.099	1740.926	1739.462	418.536	1743.957	322.588	414.959	1727.171	1754.727	1680.349	279.706	1774.0	406.517	300.345	1761.723	1687.763	237.209	525.965	451.67	454.771	1774.066	1756.431	246.983	1743.523	1784.785	1769.466	433.31	427.283	1766.347	444.179	1751.121	1728.412	1758.153	265.193	253.793	254.508	465.74	1763.031	247.634	249.658	508.972	1712.016	1784.959	1774.979	427.488	394.497	322.903	475.007	1792.6	373.539	477.104	1732.02	1747.833	248.463	1759.968	451.754	1684.289	1786.35	401.438	316.143	1804.748	214.072	341.876	1743.872	1674.511	438.002	305.664	1775.331	1733.961	1752.718	406.624	356.577	505.819	391.978	1705.077	1748.131	430.188	248.398	1768.715	429.466	391.58	1756.121	384.124	1688.171	478.646	428.571	272.477	1782.68	1762.41	432.883	1747.756	393.551	458.337	394.311	1662.142	1756.078	170.242	1745.237	533.836	454.799	1730.258	378.583	326.773	1751.563	481.858	384.06	1770.222	1692.309	1755.856	393.804	427.974	374.881	1770.495	1786.693	470.34	1741.046	410.595	1765.271	436.439	1714.509	474.776	505.132	1744.725	1751.597	334.923	572.226	1739.14	
SHH_WT_models_highres17007.py	1690.576	382.402	411.625	1661.674	1648.14	1684.776	237.659	1679.44	1683.347	1691.804	1713.001	1729.598	1730.499	1690.495	1686.212	1735.896	1700.589	355.111	1714.681	1616.668	1729.075	1670.787	1692.783	1700.009	244.284	109.536	500.338	409.516	1704.56	1688.963	365.974	1673.024	128.452	1675.002	1672.744	209.255	1695.407	1720.994	358.812	355.329	378.111	369.405	1675.808	577.852	1633.449	1697.444	1681.627	235.97	1683.18	412.7	1733.258	257.178	370.77	1699.685	483.507	389.074	1714.73	1737.518	265.4	1676.956	1729.218	0.0	1689.872	1734.056	507.97	1743.918	275.13	157.166	1736.425	1673.516	1647.979	1669.201	1721.831	1689.701	486.094	516.866	1691.465	463.146	1699.07	1679.204	123.734	347.056	505.076	1727.978	420.784	1697.582	1728.161	326.274	182.917	1686.388	1680.202	1665.782	1676.507	324.234	496.401	1723.426	469.39	385.93	355.488	1702.61	1647.785	451.796	1651.49	524.52	416.273	367.603	1736.799	1703.529	1706.715	1748.83	239.638	1717.049	1749.192	1639.218	333.859	336.715	634.935	1686.091	1690.78	1678.139	1706.999	438.237	1692.701	1653.259	430.519	284.368	1714.0	517.611	1671.022	417.81	496.59	1681.912	1745.535	276.152	1717.423	1717.466	414.484	317.904	1680.399	1734.059	377.888	173.906	399.983	1639.117	1639.548	1730.603	1672.923	457.009	453.17	1601.724	1759.212	350.702	1653.781	1693.888	504.75	1716.993	277.856	1742.987	1690.766	1726.905	438.247	458.191	1686.443	515.02	1704.635	1657.5	1699.908	307.489	489.388	1704.804	310.587	1744.493	1673.447	512.087	1690.868	1658.97	421.236	1612.892	1693.415	286.79	521.646	226.246	1683.052	1635.247	1714.644	204.476	370.854	1743.638	293.804	1672.996	196.388	1692.403	480.21	1661.929	1749.57	197.566	379.912	1651.313	1770.836	469.115	
SHH_WT_models_highres47141.py	426.294	1752.868	1748.92	282.127	501.158	279.413	1723.788	394.831	404.441	414.014	502.805	356.556	361.123	244.726	269.481	317.056	419.2	1755.464	320.956	384.945	336.204	312.38	463.026	387.691	1732.876	1689.926	1733.386	1745.954	361.005	145.685	1738.473	334.507	1685.22	188.581	237.365	1730.308	287.081	421.99	1751.023	1734.338	1747.469	1662.936	397.767	1753.402	278.555	259.968	354.954	1710.157	480.983	1775.79	316.266	1714.892	1760.595	360.061	1749.268	1728.336	366.595	424.236	1696.081	422.448	418.764	1689.872	0.0	417.479	1698.506	354.618	1697.578	1679.413	402.626	457.318	360.733	342.765	312.068	379.028	1723.805	1686.321	218.857	1735.042	462.34	213.578	1694.73	1728.767	1670.975	479.232	1761.997	193.061	457.827	1731.177	1660.649	436.58	405.618	236.671	252.426	1725.37	1762.66	436.677	1722.164	1745.562	1723.984	116.688	348.636	1748.136	334.045	1740.946	1721.007	1714.888	413.975	410.873	406.546	391.993	1709.689	389.669	419.082	413.968	1692.379	1756.126	1768.591	142.21	279.494	502.826	404.715	1767.461	276.105	249.774	1715.474	1698.864	429.811	1745.582	205.001	1669.078	1787.077	261.29	383.769	1765.675	408.209	538.999	1710.851	1642.71	332.46	358.922	1742.67	1701.967	1747.672	571.886	463.698	450.458	333.779	1691.59	1754.605	534.938	416.327	1730.656	249.034	353.011	1756.23	272.902	1672.753	384.313	180.857	375.075	1789.196	1743.113	124.063	1721.408	260.117	243.722	282.945	1650.128	1736.657	435.085	1709.719	388.803	363.905	1730.768	294.736	479.871	1704.933	393.066	269.63	1737.901	1691.356	1712.469	409.842	299.997	277.264	1731.996	1749.304	392.935	1704.104	222.601	1726.806	223.613	1694.565	262.078	361.807	1698.448	1715.406	458.238	420.488	1734.408	
