	SHH_WT_models_highres25781.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres31596.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres92.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres18152.py	
SHH_WT_models_highres15028.py	1735.063	402.774	355.093	1716.784	1680.253	1736.313	250.846	1705.904	1712.226	1731.915	1762.794	1757.818	1750.941	1726.606	1731.646	1757.828	1737.089	419.738	1741.802	1663.18	1748.293	1727.576	1706.987	1736.35	288.05	348.148	470.833	363.651	1732.476	1730.401	452.71	1731.168	317.846	1711.077	1721.447	276.675	1746.987	1749.848	445.301	451.477	432.3	247.705	1700.201	660.558	1665.823	1746.269	1740.33	365.336	1715.148	418.339	1752.812	236.709	373.878	1723.428	326.152	426.683	1748.534	1763.737	335.163	1707.499	1769.466	355.488	1723.984	1743.856	423.062	1774.118	229.002	387.313	1749.052	1717.911	1695.139	1719.83	1741.721	1710.084	301.702	349.553	1733.15	409.116	1730.832	1725.622	335.878	499.02	553.672	1785.26	398.538	1731.499	1779.749	197.992	420.445	1726.657	1718.979	1715.333	1722.017	150.153	494.679	1751.418	515.573	417.971	0.0	1726.594	1689.721	370.809	1680.419	325.46	491.935	113.476	1755.122	1728.171	1738.651	1787.918	266.196	1730.265	1769.486	1704.346	323.113	
SHH_WT_models_highres30575.py	456.92	1766.358	1756.025	337.216	517.753	325.393	1735.06	402.369	424.83	436.494	524.668	367.925	347.495	272.709	302.449	315.938	434.305	1765.595	324.371	426.926	329.817	359.629	458.599	424.21	1745.559	1703.649	1743.48	1751.55	367.778	210.3	1749.157	374.1	1696.148	203.755	302.723	1740.547	336.582	431.269	1762.845	1749.181	1756.124	1668.431	406.351	1767.243	315.852	314.859	387.039	1725.885	481.078	1784.672	316.448	1717.5	1769.499	349.866	1754.226	1736.039	390.423	425.172	1709.859	453.057	433.31	1702.61	116.688	387.829	1703.699	345.477	1705.784	1692.273	353.973	487.747	390.287	381.79	288.41	375.378	1725.722	1684.521	273.266	1735.785	467.109	277.536	1705.413	1743.737	1685.899	500.339	1766.937	188.0	484.922	1737.225	1676.292	461.292	431.66	314.94	315.21	1730.231	1773.166	439.907	1736.357	1751.658	1726.594	0.0	379.767	1758.135	340.028	1742.267	1733.206	1717.82	382.96	390.484	413.341	410.467	1712.835	376.186	427.816	455.311	1698.984	
SHH_WT_models_highres26312.py	448.446	1690.717	1693.703	326.021	410.733	307.986	1665.612	407.629	409.276	416.491	524.4	478.454	436.89	319.716	266.372	466.819	431.638	1705.668	463.496	269.38	444.383	302.558	370.964	512.377	1689.015	1640.069	1675.159	1691.223	470.355	330.717	1677.144	285.411	1640.24	293.615	369.893	1693.74	282.603	435.852	1694.408	1671.811	1691.446	1614.558	394.603	1734.503	273.43	350.061	370.641	1663.106	409.299	1718.835	484.56	1695.814	1723.641	473.844	1693.988	1667.651	502.58	443.433	1646.267	441.265	427.283	1647.785	348.636	430.296	1632.758	477.023	1649.876	1626.346	461.601	460.349	190.53	319.766	478.31	390.996	1669.449	1658.176	381.834	1723.026	395.358	357.859	1650.7	1666.88	1615.365	516.848	1706.904	347.224	516.636	1686.293	1603.421	411.487	410.767	373.746	390.596	1695.811	1703.212	427.265	1671.633	1700.412	1689.721	379.767	0.0	1694.809	239.944	1689.28	1653.321	1681.291	457.487	429.718	416.534	396.002	1689.365	433.721	463.36	431.77	1640.013	
SHH_WT_models_highres42203.py	1737.169	235.974	217.432	1727.098	1670.551	1744.474	396.042	1713.112	1714.088	1736.934	1768.027	1771.728	1755.839	1742.369	1742.127	1767.836	1745.782	285.202	1763.843	1663.215	1755.966	1737.511	1703.616	1752.252	397.076	443.053	275.048	310.111	1757.139	1750.1	311.852	1741.678	446.656	1732.873	1739.522	430.573	1756.302	1744.476	323.005	324.462	325.652	431.619	1706.516	685.864	1676.708	1761.247	1767.393	407.214	1712.332	263.851	1774.366	390.747	487.754	1743.748	228.286	324.217	1776.142	1754.419	406.098	1716.349	1766.347	451.796	1748.136	1746.365	343.068	1781.421	385.108	486.059	1758.983	1724.288	1696.047	1729.151	1776.12	1720.835	252.335	332.724	1760.131	511.952	1722.632	1746.381	468.901	383.889	417.729	1786.995	346.466	1752.206	1777.554	369.423	495.428	1722.18	1687.913	1729.877	1740.787	354.361	405.418	1746.945	302.645	306.713	370.809	1758.135	1694.809	0.0	1689.314	273.762	393.048	371.173	1760.854	1737.411	1735.188	1763.31	413.122	1741.151	1759.725	1732.945	467.327	
SHH_WT_models_highres1093.py	442.524	1690.393	1687.761	321.324	388.047	246.432	1664.656	404.055	392.152	419.705	532.678	431.946	376.488	293.886	242.583	429.528	413.724	1702.98	418.405	262.648	391.322	310.877	365.065	506.328	1689.084	1642.676	1667.624	1687.782	421.25	310.226	1674.338	314.458	1637.5	282.72	346.676	1690.641	319.036	389.94	1693.605	1670.383	1688.497	1607.074	384.205	1737.35	260.882	312.808	368.13	1663.958	420.464	1714.251	462.667	1687.298	1718.385	420.549	1684.974	1662.04	489.191	380.874	1641.627	440.643	444.179	1651.49	334.045	411.457	1626.916	478.492	1647.418	1624.525	432.724	454.623	263.632	278.971	446.065	383.828	1658.642	1644.594	341.937	1717.458	411.974	386.49	1647.298	1664.938	1617.191	514.95	1696.086	283.508	512.022	1682.974	1603.727	448.141	386.707	402.14	367.537	1690.469	1699.009	412.563	1675.162	1695.273	1680.419	340.028	239.944	1689.314	0.0	1676.183	1656.783	1673.074	435.121	410.471	439.969	391.832	1681.719	402.331	459.958	426.021	1627.752	
SHH_WT_models_highres38114.py	1728.173	335.826	264.922	1724.085	1661.605	1737.105	426.388	1697.095	1703.559	1725.931	1763.797	1753.966	1735.576	1727.53	1730.766	1746.836	1729.892	366.643	1743.625	1662.351	1734.922	1739.85	1683.901	1742.001	432.596	509.827	380.118	329.655	1738.472	1752.784	382.21	1741.317	489.492	1721.782	1741.634	461.772	1750.002	1731.701	383.526	414.167	380.884	395.863	1693.163	769.256	1670.146	1754.975	1767.36	493.288	1700.21	324.999	1752.445	407.837	514.431	1722.285	136.063	364.622	1762.339	1738.23	479.456	1707.734	1751.121	524.52	1740.946	1721.233	307.113	1760.164	412.751	544.442	1728.862	1716.328	1692.637	1728.378	1749.561	1702.567	136.636	249.429	1763.853	514.3	1712.482	1750.329	515.72	476.983	511.528	1783.047	342.735	1737.586	1778.648	360.733	566.765	1706.524	1691.217	1735.643	1746.489	343.788	396.83	1728.549	447.529	352.234	325.46	1742.267	1689.28	273.762	1676.183	0.0	447.399	325.325	1732.983	1714.068	1716.416	1754.396	432.912	1716.174	1738.185	1743.319	465.767	
SHH_WT_models_highres2418.py	1692.784	306.954	323.966	1682.835	1637.683	1704.408	412.23	1677.052	1680.301	1691.241	1733.141	1738.09	1724.418	1705.387	1694.143	1736.498	1700.174	277.495	1729.551	1628.635	1723.981	1693.882	1667.847	1715.074	468.322	375.225	368.385	305.146	1720.225	1724.684	282.412	1700.631	414.747	1695.851	1709.943	452.052	1712.195	1709.945	267.454	241.448	270.58	453.296	1675.11	730.091	1647.716	1720.423	1724.714	436.017	1677.947	330.719	1739.903	413.256	480.757	1705.732	425.529	330.784	1742.586	1727.287	457.001	1684.37	1728.412	416.273	1721.007	1714.702	331.097	1750.361	450.846	423.533	1731.015	1674.852	1660.361	1686.191	1743.378	1685.476	427.363	459.004	1740.839	516.095	1691.072	1721.495	425.976	273.837	343.234	1752.379	341.04	1720.293	1757.77	473.534	420.925	1678.416	1656.407	1705.715	1718.375	478.471	396.039	1713.49	407.642	304.162	491.935	1733.206	1653.321	393.048	1656.783	447.399	0.0	494.863	1731.583	1698.54	1697.378	1713.574	402.452	1702.596	1728.522	1690.258	406.192	
SHH_WT_models_highres42354.py	1723.982	410.207	359.681	1708.168	1667.769	1728.189	256.64	1695.468	1698.175	1721.673	1752.721	1747.594	1743.87	1720.059	1723.064	1744.513	1729.395	438.74	1730.296	1654.122	1738.335	1718.409	1700.477	1723.096	284.781	363.607	476.094	382.752	1721.863	1722.818	440.901	1723.272	344.91	1703.035	1714.062	310.894	1739.166	1737.169	465.125	462.71	432.935	245.72	1690.664	672.48	1655.382	1735.553	1735.282	382.187	1706.051	429.758	1739.278	240.713	378.415	1711.598	310.953	447.874	1736.97	1754.222	306.262	1693.05	1758.153	367.603	1714.888	1736.557	420.739	1761.148	234.983	405.927	1737.963	1708.604	1683.2	1714.077	1728.295	1697.094	301.529	346.648	1727.39	395.831	1718.966	1715.714	362.096	518.253	560.856	1772.816	416.26	1721.738	1766.395	162.788	432.607	1712.211	1712.193	1705.939	1714.607	122.594	486.257	1743.378	514.877	429.006	113.476	1717.82	1681.291	371.173	1673.074	325.325	494.863	0.0	1746.19	1718.66	1726.649	1781.949	285.323	1718.98	1758.846	1699.796	343.657	
SHH_WT_models_highres33745.py	360.068	1765.408	1749.753	457.017	447.411	443.261	1746.161	382.105	408.923	308.693	458.233	342.492	235.287	438.446	406.688	323.961	302.437	1783.288	308.659	549.273	287.196	478.347	326.036	436.315	1775.209	1733.589	1732.845	1755.055	338.14	446.891	1751.887	454.806	1724.522	368.235	490.638	1771.979	434.415	355.622	1777.327	1763.902	1760.902	1675.158	378.239	1828.719	503.956	455.151	485.507	1763.93	386.474	1771.912	337.177	1764.18	1766.155	345.321	1741.714	1729.954	399.404	262.822	1731.83	453.296	265.193	1736.799	413.975	182.008	1686.431	312.406	1721.885	1714.534	171.43	376.094	480.73	480.127	272.714	351.614	1724.828	1712.725	465.229	1740.274	370.255	477.435	1731.309	1762.594	1691.608	413.723	1759.088	369.423	427.281	1752.23	1700.005	352.206	561.248	521.45	511.036	1766.569	1750.492	289.223	1748.234	1774.227	1755.122	382.96	457.487	1760.854	435.121	1732.983	1731.583	1746.19	0.0	208.484	276.286	485.095	1754.48	259.011	307.988	564.868	1705.917	
SHH_WT_models_highres18351.py	333.862	1736.371	1728.363	430.691	394.244	419.657	1715.101	339.942	381.472	283.617	402.287	339.177	250.188	420.786	381.708	308.274	268.149	1755.704	305.076	514.298	297.219	442.979	301.429	418.223	1736.858	1699.87	1703.089	1734.432	312.269	432.985	1724.011	420.905	1691.526	363.692	478.483	1735.568	431.336	343.194	1746.129	1731.676	1737.214	1647.494	343.868	1790.386	469.694	444.657	433.942	1726.722	297.009	1749.515	328.813	1736.737	1733.118	305.764	1724.402	1703.503	369.456	247.802	1700.199	420.48	253.793	1703.529	410.873	217.818	1657.697	301.18	1692.463	1678.716	238.417	359.968	437.718	459.806	299.037	307.619	1704.536	1695.077	459.332	1718.279	299.117	457.339	1697.758	1728.795	1657.072	357.901	1740.312	363.18	368.477	1724.551	1663.949	297.421	530.649	502.514	502.272	1736.184	1728.256	284.559	1718.589	1748.621	1728.171	390.484	429.718	1737.411	410.471	1714.068	1698.54	1718.66	208.484	0.0	204.271	472.487	1729.483	266.889	311.206	537.685	1674.043	
SHH_WT_models_highres29979.py	299.763	1732.202	1727.076	417.303	360.449	423.059	1716.341	320.511	329.784	272.772	378.391	338.648	294.74	426.99	387.628	310.26	284.091	1754.901	318.955	489.525	334.537	432.406	314.364	372.499	1739.096	1704.275	1702.205	1732.512	334.802	424.72	1721.807	406.355	1698.606	371.544	468.963	1741.479	432.868	316.848	1746.377	1731.173	1737.21	1655.826	316.329	1796.761	450.182	430.026	443.088	1729.107	306.219	1746.099	327.298	1745.89	1735.082	340.512	1725.358	1701.57	340.542	284.924	1697.147	365.785	254.508	1706.715	406.546	307.245	1657.509	300.043	1697.033	1683.651	313.253	359.47	412.243	478.257	314.108	316.054	1706.797	1702.183	456.646	1721.501	263.442	429.621	1705.339	1728.848	1655.142	323.353	1739.16	395.613	320.305	1728.045	1665.605	189.342	525.041	473.958	491.736	1743.821	1725.917	277.718	1718.542	1751.227	1738.651	413.341	416.534	1735.188	439.969	1716.416	1697.378	1726.649	276.286	204.271	0.0	483.205	1740.136	306.054	295.42	530.237	1682.986	
SHH_WT_models_highres12150.py	487.257	1757.515	1756.336	410.877	518.421	382.642	1772.639	504.091	512.641	472.156	555.626	503.866	466.207	408.217	368.23	499.545	462.162	1764.117	504.214	449.269	494.623	395.108	459.658	546.584	1798.931	1740.005	1739.142	1755.019	494.576	369.794	1744.024	415.635	1739.827	370.685	431.89	1795.291	394.482	513.433	1751.536	1733.965	1753.089	1714.417	504.99	1821.315	435.464	424.447	450.366	1760.395	500.9	1785.499	510.088	1780.657	1808.339	507.695	1765.837	1733.238	537.351	473.336	1758.746	538.029	465.74	1748.83	391.993	470.486	1698.198	516.382	1757.565	1729.999	485.477	502.654	431.086	390.254	522.305	501.905	1740.476	1715.455	432.015	1774.198	500.533	457.003	1751.805	1724.027	1668.903	540.071	1768.864	397.603	542.335	1791.024	1706.837	492.395	270.107	446.763	443.953	1795.247	1764.882	459.647	1729.737	1758.469	1787.918	410.467	396.002	1763.31	391.832	1754.396	1713.574	1781.949	485.095	472.487	483.205	0.0	1770.161	453.105	501.479	513.482	1737.898	
SHH_WT_models_highres33734.py	1730.965	412.805	376.482	1702.285	1686.298	1720.786	260.205	1720.568	1727.135	1730.34	1753.377	1764.95	1761.507	1727.011	1721.774	1767.423	1734.821	327.194	1747.022	1659.17	1762.442	1707.927	1722.297	1745.987	312.904	233.026	482.829	303.332	1736.726	1712.704	370.97	1711.061	219.262	1697.134	1709.681	253.156	1733.161	1759.152	360.268	347.594	317.338	313.218	1717.316	640.08	1676.783	1734.87	1715.089	339.0	1721.873	401.068	1763.865	128.461	383.426	1731.664	410.782	373.242	1750.752	1768.974	335.956	1724.403	1763.031	239.638	1709.689	1756.935	470.708	1770.554	275.905	293.027	1751.413	1711.505	1688.931	1705.26	1742.908	1728.081	403.793	404.778	1717.677	382.65	1737.359	1713.726	233.153	371.088	545.672	1764.362	323.765	1717.709	1759.674	276.164	324.457	1724.614	1715.165	1704.07	1711.558	259.672	490.52	1755.877	499.575	302.284	266.196	1712.835	1689.365	413.122	1681.719	432.912	402.452	285.323	1754.48	1729.483	1740.136	1770.161	0.0	1737.217	1782.37	1678.863	276.85	
SHH_WT_models_highres26110.py	307.141	1741.35	1730.909	426.247	381.345	420.23	1719.402	351.084	341.103	284.41	413.614	318.294	249.671	418.837	357.226	286.106	279.887	1759.221	302.564	499.008	272.826	423.753	299.553	374.719	1750.674	1712.649	1710.408	1731.948	278.567	418.908	1725.799	440.446	1698.414	377.56	450.643	1748.709	410.088	317.847	1749.19	1740.956	1737.593	1653.077	357.207	1801.052	441.605	406.726	467.888	1738.061	352.389	1755.492	276.533	1742.111	1737.639	309.653	1725.923	1710.831	365.233	264.137	1705.21	382.857	247.634	1717.049	389.669	246.509	1663.603	325.625	1704.148	1685.321	225.216	329.169	453.761	440.336	326.527	298.223	1705.973	1689.747	438.231	1715.085	328.493	460.472	1704.422	1732.245	1661.725	373.762	1740.022	402.556	382.827	1729.641	1679.391	329.461	524.17	496.862	476.935	1742.088	1732.978	269.218	1728.142	1751.517	1730.265	376.186	433.721	1741.151	402.331	1716.174	1702.596	1718.98	259.011	266.889	306.054	453.105	1737.217	0.0	315.787	531.909	1678.765	
SHH_WT_models_highres37468.py	289.707	1757.468	1749.118	418.591	363.586	404.61	1743.538	312.513	325.718	298.284	413.785	292.21	285.944	428.571	386.072	302.818	263.364	1773.119	279.147	513.98	298.949	453.749	334.608	343.56	1776.266	1742.401	1729.207	1751.359	267.682	413.181	1742.2	412.884	1736.321	419.926	441.003	1780.386	420.427	352.425	1771.638	1757.132	1756.772	1686.057	341.52	1825.585	454.303	377.333	473.219	1764.693	352.75	1763.328	323.918	1784.19	1770.207	317.129	1744.943	1723.135	341.784	270.856	1736.581	326.668	249.658	1749.192	419.082	336.794	1684.069	254.418	1731.763	1719.506	335.346	306.689	438.466	469.257	340.956	318.662	1729.97	1727.256	428.106	1761.68	392.658	420.901	1744.733	1757.153	1687.812	358.766	1755.415	390.996	334.758	1757.14	1702.746	262.325	519.424	462.709	459.202	1778.688	1741.386	287.533	1746.316	1770.835	1769.486	427.816	463.36	1759.725	459.958	1738.185	1728.522	1758.846	307.988	311.206	295.42	501.479	1782.37	315.787	0.0	548.572	1719.161	
SHH_WT_models_highres41537.py	462.826	1725.059	1733.298	332.796	534.758	344.033	1689.249	510.55	505.211	461.073	456.47	489.081	500.895	352.449	371.963	508.056	494.02	1717.403	506.308	378.731	501.774	341.656	542.145	486.467	1696.75	1637.98	1716.804	1721.258	500.214	375.823	1708.978	367.772	1638.82	376.902	336.666	1686.408	351.922	486.712	1717.849	1689.35	1719.749	1645.298	521.682	1675.956	399.04	368.324	296.877	1663.111	517.067	1747.377	523.791	1687.173	1721.393	518.651	1743.808	1707.526	500.84	511.06	1659.363	527.665	508.972	1639.218	413.968	541.478	1693.02	558.25	1671.415	1632.672	571.726	485.979	439.976	330.647	550.998	530.9	1721.35	1695.194	359.828	1718.489	496.565	390.846	1644.703	1681.665	1645.57	473.581	1739.085	449.297	496.327	1714.073	1601.442	545.461	517.98	370.585	351.845	1705.882	1726.011	534.053	1701.189	1715.944	1704.346	455.311	431.77	1732.945	426.021	1743.319	1690.258	1699.796	564.868	537.685	530.237	513.482	1678.863	531.909	548.572	0.0	1654.225	
SHH_WT_models_highres18152.py	1671.789	454.901	450.291	1650.983	1629.138	1673.837	292.168	1659.35	1665.65	1668.223	1705.904	1710.378	1698.545	1668.726	1667.443	1711.289	1682.393	415.267	1697.263	1602.898	1695.599	1667.818	1659.283	1684.697	334.483	326.269	440.463	422.716	1688.6	1700.947	453.943	1671.716	288.538	1666.172	1675.649	281.56	1683.501	1688.149	445.34	427.074	446.055	255.086	1657.849	677.354	1620.878	1690.536	1689.234	385.986	1668.193	434.871	1710.563	276.697	394.485	1674.033	469.953	434.867	1708.338	1706.97	330.196	1668.398	1712.016	333.859	1692.379	1693.202	416.765	1729.522	306.154	333.436	1703.398	1653.252	1642.154	1657.611	1706.965	1668.274	463.057	487.578	1701.185	472.86	1679.078	1689.523	290.28	461.574	504.908	1727.137	442.341	1691.037	1734.197	360.438	349.907	1669.309	1680.677	1678.459	1683.837	347.059	511.571	1699.444	531.319	424.246	323.113	1698.984	1640.013	467.327	1627.752	465.767	406.192	343.657	1705.917	1674.043	1682.986	1737.898	276.85	1678.765	1719.161	1654.225	0.0	
