	SHH_WT_models38454.py	SHH_WT_models39215.py	SHH_WT_models3827.py	SHH_WT_models40786.py	SHH_WT_models10615.py	SHH_WT_models11746.py	SHH_WT_models357.py	SHH_WT_models12018.py	SHH_WT_models35923.py	SHH_WT_models1483.py	SHH_WT_models27725.py	SHH_WT_models22704.py	SHH_WT_models46610.py	SHH_WT_models25210.py	SHH_WT_models8890.py	SHH_WT_models21516.py	SHH_WT_models48773.py	SHH_WT_models491.py	SHH_WT_models1192.py	SHH_WT_models38276.py	SHH_WT_models49283.py	SHH_WT_models29668.py	SHH_WT_models2238.py	SHH_WT_models29348.py	SHH_WT_models37141.py	SHH_WT_models14847.py	SHH_WT_models30347.py	SHH_WT_models41853.py	SHH_WT_models7344.py	SHH_WT_models1588.py	SHH_WT_models22421.py	SHH_WT_models8764.py	SHH_WT_models39507.py	SHH_WT_models15435.py	SHH_WT_models41149.py	SHH_WT_models45309.py	SHH_WT_models11760.py	SHH_WT_models44296.py	SHH_WT_models47603.py	SHH_WT_models35629.py	SHH_WT_models44428.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models44981.py	SHH_WT_models37228.py	SHH_WT_models36833.py	SHH_WT_models2378.py	SHH_WT_models22582.py	SHH_WT_models34183.py	SHH_WT_models44943.py	SHH_WT_models28174.py	SHH_WT_models42616.py	SHH_WT_models6662.py	SHH_WT_models18902.py	SHH_WT_models26485.py	SHH_WT_models27908.py	SHH_WT_models40839.py	SHH_WT_models29459.py	SHH_WT_models17169.py	SHH_WT_models38759.py	SHH_WT_models19239.py	SHH_WT_models42278.py	SHH_WT_models15235.py	SHH_WT_models25278.py	SHH_WT_models9748.py	SHH_WT_models32436.py	SHH_WT_models37719.py	SHH_WT_models33732.py	SHH_WT_models34323.py	SHH_WT_models19436.py	SHH_WT_models34283.py	SHH_WT_models5070.py	SHH_WT_models17200.py	SHH_WT_models37605.py	SHH_WT_models7718.py	SHH_WT_models40490.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models30779.py	SHH_WT_models2347.py	SHH_WT_models15552.py	SHH_WT_models16149.py	SHH_WT_models10306.py	SHH_WT_models30402.py	SHH_WT_models13634.py	SHH_WT_models41778.py	SHH_WT_models29007.py	SHH_WT_models36378.py	SHH_WT_models31832.py	SHH_WT_models39112.py	SHH_WT_models24206.py	SHH_WT_models5307.py	SHH_WT_models12433.py	SHH_WT_models18377.py	SHH_WT_models12231.py	SHH_WT_models49537.py	SHH_WT_models9944.py	SHH_WT_models48341.py	SHH_WT_models25404.py	SHH_WT_models25325.py	SHH_WT_models8984.py	SHH_WT_models1789.py	SHH_WT_models6373.py	SHH_WT_models17583.py	SHH_WT_models47710.py	SHH_WT_models41859.py	SHH_WT_models21876.py	SHH_WT_models31879.py	SHH_WT_models22069.py	SHH_WT_models38869.py	SHH_WT_models21025.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models19903.py	SHH_WT_models7880.py	SHH_WT_models27167.py	SHH_WT_models32722.py	SHH_WT_models18570.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models29228.py	SHH_WT_models38655.py	SHH_WT_models717.py	SHH_WT_models8847.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models6070.py	SHH_WT_models5447.py	SHH_WT_models27032.py	SHH_WT_models1166.py	SHH_WT_models33698.py	SHH_WT_models49440.py	SHH_WT_models43041.py	SHH_WT_models43346.py	SHH_WT_models44997.py	SHH_WT_models32237.py	SHH_WT_models9283.py	SHH_WT_models49996.py	SHH_WT_models45114.py	SHH_WT_models7095.py	SHH_WT_models18557.py	SHH_WT_models11029.py	SHH_WT_models41538.py	SHH_WT_models13902.py	SHH_WT_models9585.py	SHH_WT_models27717.py	SHH_WT_models29730.py	SHH_WT_models45774.py	SHH_WT_models8077.py	SHH_WT_models40317.py	SHH_WT_models42102.py	SHH_WT_models7530.py	SHH_WT_models31195.py	SHH_WT_models10580.py	SHH_WT_models17316.py	SHH_WT_models40479.py	SHH_WT_models17085.py	SHH_WT_models28244.py	SHH_WT_models47890.py	SHH_WT_models14471.py	SHH_WT_models11050.py	SHH_WT_models32291.py	SHH_WT_models32644.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models32116.py	SHH_WT_models3886.py	SHH_WT_models11273.py	SHH_WT_models17399.py	SHH_WT_models4621.py	SHH_WT_models4070.py	SHH_WT_models34817.py	SHH_WT_models35309.py	SHH_WT_models41274.py	SHH_WT_models5926.py	SHH_WT_models35708.py	SHH_WT_models33622.py	SHH_WT_models9654.py	SHH_WT_models28611.py	SHH_WT_models23029.py	SHH_WT_models40865.py	SHH_WT_models40152.py	SHH_WT_models32950.py	SHH_WT_models13608.py	SHH_WT_models34664.py	SHH_WT_models2611.py	SHH_WT_models39351.py	SHH_WT_models34543.py	SHH_WT_models8846.py	SHH_WT_models37289.py	SHH_WT_models488.py	SHH_WT_models38204.py	SHH_WT_models571.py	SHH_WT_models34442.py	SHH_WT_models17286.py	SHH_WT_models9457.py	SHH_WT_models15986.py	SHH_WT_models28664.py	SHH_WT_models1811.py	SHH_WT_models30093.py	
SHH_WT_models9748.py	852.149	767.031	3890.325	3797.363	3874.874	945.272	3772.586	722.583	810.448	756.867	3990.539	677.726	955.497	830.455	513.599	803.468	668.918	3779.495	4098.173	552.554	472.628	739.057	3827.466	686.766	3837.329	533.617	3747.773	3791.856	3796.27	3754.082	3852.758	3806.729	631.201	3937.342	892.408	3861.327	566.807	3848.895	3748.609	3846.556	805.133	545.273	455.67	529.286	3768.501	515.864	581.345	593.41	3761.86	587.668	737.301	3810.334	3793.559	3832.289	668.233	723.508	3775.61	705.18	769.102	3847.021	3761.215	402.058	517.34	3696.695	0.0	3798.172	3777.337	3792.79	657.39	3765.224	927.597	416.94	3827.462	593.223	3809.886	3791.099	705.305	721.039	3749.531	886.314	1269.14	3771.779	1403.565	4184.621	3826.618	1330.783	476.927	3732.471	4165.28	1659.3	4274.231	4064.301	4053.016	1352.008	1342.458	1495.578	4132.063	1375.237	556.883	1259.933	4002.371	1333.594	4164.852	4152.903	4172.362	4029.083	1345.394	4053.331	1380.197	1154.882	4180.231	1405.358	1365.679	4032.317	4203.93	1353.223	3969.064	1423.604	1252.905	1180.0	4135.663	1483.441	1311.347	1343.821	1419.529	1437.039	1364.241	1282.925	4192.277	4132.037	1290.639	4159.869	4118.847	1323.579	4116.901	1475.27	4149.184	4167.073	4167.457	1240.113	4041.573	4135.329	4052.043	1485.914	1344.037	4145.283	1346.258	4150.32	1314.874	1281.453	1232.867	1353.122	1299.656	4174.183	4176.289	1288.99	1549.55	4021.023	4186.573	1384.729	1451.664	4223.661	4167.915	1389.194	1384.279	1341.852	1237.253	1365.272	4168.265	4132.864	3991.148	4313.837	1392.608	1394.006	4152.716	4138.094	1237.994	1644.545	1307.559	4137.337	4134.731	1413.767	1158.555	4179.495	1460.528	1327.658	4117.293	4167.27	1380.935	1228.743	4161.064	4177.233	1297.924	1340.979	4113.449	1112.816	4129.91	4132.497	4160.595	4107.146	
SHH_WT_models32436.py	3895.68	3780.152	1071.624	1027.0	909.651	3836.452	706.631	3838.319	3894.762	3880.519	1514.025	3862.059	3835.117	3858.295	3841.078	3820.659	3892.132	369.197	1531.383	3823.124	3800.366	3876.026	381.841	3839.259	665.267	3788.217	518.299	1028.591	484.593	406.426	383.668	1117.901	3832.538	512.098	3772.762	1097.515	3749.783	310.176	459.961	340.468	3821.259	3760.649	3776.977	3747.824	516.585	3785.869	3833.226	3879.133	457.199	3781.509	3912.308	646.26	445.472	633.749	3794.476	3931.534	500.993	3813.979	3868.372	333.556	533.92	3745.166	3761.285	1144.968	3798.172	0.0	352.284	483.289	3793.944	521.311	3896.22	3788.302	488.361	3774.172	575.648	452.146	3770.077	3792.989	488.67	3764.525	4027.237	597.861	4079.642	1494.968	1234.435	4173.661	3747.357	487.487	1307.358	4070.12	1789.053	1372.561	1362.922	4144.521	4062.279	4223.23	1301.736	4194.327	3756.058	3998.129	1272.65	4169.376	1363.519	1340.295	1402.947	1328.405	4176.141	1351.157	4195.781	4045.269	1397.01	4211.519	4206.06	1426.322	1471.585	4179.307	1145.875	4044.373	4020.519	4036.251	1281.264	4209.741	4158.664	4102.205	4201.806	4189.735	4162.596	4018.265	1488.427	1365.387	4125.584	1426.624	1343.727	4180.966	1282.632	4148.502	1277.438	1336.517	1495.736	4073.624	1290.906	1352.087	1472.305	4254.825	4161.227	1373.029	4173.113	1315.433	4187.935	4130.271	4014.117	4176.612	3965.502	1424.117	1400.008	4121.894	4210.486	1506.449	1427.464	4176.94	4194.961	1511.367	1353.923	4209.224	4203.112	4175.612	4107.827	4127.386	1271.144	1248.013	1425.764	1787.306	4206.0	4192.981	1513.865	1343.639	4100.314	4285.394	4142.713	1355.447	1438.518	4163.135	4009.999	1510.548	4213.054	4149.715	1258.89	1329.412	4165.881	3940.387	1326.571	1437.083	4103.515	4178.791	1314.274	4039.682	1368.862	1291.984	1414.07	1377.785	
SHH_WT_models37719.py	3871.151	3744.705	1066.095	942.139	843.944	3797.073	563.017	3799.559	3879.564	3862.695	1424.809	3842.262	3794.027	3822.236	3821.248	3782.01	3878.606	335.031	1532.029	3797.371	3782.454	3839.632	471.407	3814.28	617.452	3761.911	454.816	919.187	437.047	377.98	435.703	1023.453	3805.637	632.125	3732.924	1071.274	3726.94	506.043	410.554	470.157	3788.957	3741.749	3756.823	3721.401	561.455	3761.277	3818.463	3852.923	462.115	3759.566	3900.914	623.847	513.109	695.778	3769.505	3913.74	538.305	3784.288	3851.486	440.934	491.908	3722.818	3734.067	995.853	3777.337	352.284	0.0	596.42	3772.365	537.103	3853.626	3767.664	554.413	3754.122	624.356	355.326	3746.223	3771.723	515.828	3733.265	3979.121	574.818	4031.584	1496.744	1123.516	4130.532	3718.244	556.868	1321.893	4031.272	1770.347	1305.624	1314.154	4100.454	4014.393	4180.606	1309.142	4157.019	3731.363	3958.736	1204.509	4132.457	1335.835	1333.436	1386.223	1292.396	4135.59	1328.224	4158.356	4006.384	1426.069	4172.463	4166.049	1386.617	1460.084	4138.286	1111.22	3992.858	3976.107	3991.941	1272.873	4169.579	4116.644	4055.104	4159.937	4143.744	4117.028	3975.381	1489.43	1343.577	4082.154	1418.907	1336.501	4141.65	1279.778	4098.166	1289.629	1323.287	1466.44	4028.955	1227.876	1365.307	1400.742	4223.361	4117.669	1345.131	4131.984	1332.363	4147.259	4086.957	3973.874	4136.136	3918.434	1412.835	1357.066	4079.24	4173.259	1430.241	1414.412	4139.715	4154.916	1500.353	1367.714	4168.406	4165.229	4134.984	4065.35	4083.707	1296.927	1270.864	1357.844	1772.015	4169.3	4154.289	1462.544	1325.842	4057.8	4253.485	4100.241	1317.487	1395.311	4117.81	3974.511	1488.302	4174.353	4106.983	1266.867	1363.117	4125.005	3892.049	1330.723	1420.181	4057.88	4139.004	1295.599	3999.243	1353.593	1308.214	1390.186	1309.201	
SHH_WT_models33732.py	3889.75	3764.835	1015.312	1005.887	845.26	3802.003	801.013	3807.773	3885.193	3880.395	1525.817	3859.872	3806.45	3823.091	3825.335	3795.908	3877.48	527.065	1549.892	3789.463	3774.518	3839.893	385.39	3812.907	609.636	3793.067	460.405	965.113	469.481	477.3	514.202	1026.018	3796.159	575.66	3742.934	952.948	3731.362	422.739	410.571	455.203	3784.057	3735.932	3750.637	3721.639	300.002	3753.913	3816.469	3849.382	419.62	3746.384	3894.085	482.199	265.875	594.017	3749.093	3902.831	367.037	3770.788	3841.742	497.779	462.447	3731.255	3735.997	1129.467	3792.79	483.289	596.42	0.0	3748.843	459.895	3850.113	3762.664	619.236	3759.255	452.026	617.062	3726.602	3761.913	425.982	3729.419	4005.919	477.733	4062.566	1525.165	1191.202	4160.864	3733.776	357.642	1382.397	4108.825	1836.008	1350.676	1320.86	4137.167	4037.94	4219.664	1351.502	4202.844	3725.374	3990.553	1230.157	4170.024	1412.724	1348.244	1454.577	1254.917	4165.272	1250.252	4208.299	4025.737	1396.679	4203.114	4194.711	1330.469	1481.814	4169.55	1119.164	4018.733	3997.148	4019.018	1336.876	4215.227	4148.573	4077.092	4189.847	4190.877	4161.955	3993.662	1463.448	1413.043	4109.345	1399.639	1413.892	4169.724	1336.957	4133.632	1357.584	1395.025	1447.303	4045.893	1292.29	1366.235	1402.996	4255.113	4144.72	1413.977	4158.419	1303.019	4176.526	4108.094	4004.765	4165.646	3940.396	1376.013	1446.596	4097.441	4224.288	1468.176	1442.09	4167.114	4187.814	1509.71	1347.47	4202.624	4192.13	4167.318	4083.45	4114.231	1287.459	1254.246	1368.56	1790.471	4194.755	4178.721	1561.987	1370.751	4089.858	4286.816	4120.467	1380.981	1455.214	4146.986	3999.299	1482.513	4203.791	4133.099	1319.764	1318.28	4156.021	3923.342	1355.487	1422.285	4086.233	4159.615	1327.966	4023.912	1368.076	1304.4	1454.323	1371.022	
SHH_WT_models34323.py	972.002	852.498	3881.397	3772.658	3873.194	878.434	3779.762	739.57	813.599	908.577	4024.608	876.616	1001.303	802.358	531.616	925.382	641.893	3777.857	4152.378	330.388	400.077	735.146	3804.533	629.842	3791.658	864.19	3715.636	3753.63	3758.516	3744.198	3832.016	3770.059	444.087	3923.081	953.517	3808.359	502.331	3833.575	3708.615	3822.901	714.46	375.85	371.648	428.29	3729.324	332.476	568.695	534.614	3717.942	339.066	711.975	3742.453	3761.421	3809.094	265.5	607.989	3722.843	341.839	532.469	3826.621	3726.059	523.018	424.382	3673.442	657.39	3793.944	3772.365	3748.843	0.0	3728.243	834.074	463.841	3832.664	632.749	3742.216	3766.786	412.05	597.727	3711.667	789.136	1288.985	3710.365	1417.485	4177.13	3792.501	1353.969	707.198	3676.04	4157.801	2035.033	4305.805	4024.807	4007.68	1367.296	1310.55	1561.889	4124.226	1491.543	540.057	1312.352	3976.38	1396.146	4152.127	4117.36	4165.299	3989.344	1350.975	4014.773	1510.934	1187.186	4168.946	1428.171	1369.589	3987.649	4188.302	1356.58	3950.135	1406.909	1226.702	1259.549	4114.907	1535.821	1340.599	1331.05	1452.088	1547.117	1466.645	1280.217	4153.85	4121.016	1280.261	4119.615	4086.058	1335.414	4095.718	1485.405	4136.697	4154.045	4134.122	1172.536	4014.738	4095.175	4029.775	1526.397	1332.658	4122.933	1336.355	4112.617	1385.989	1251.783	1265.671	1357.408	1285.681	4153.061	4160.823	1244.081	1620.763	3973.866	4174.007	1408.828	1451.018	4222.644	4133.076	1452.792	1400.509	1395.286	1247.697	1351.368	4140.681	4082.621	3945.014	4338.887	1381.28	1375.323	4123.916	4105.214	1303.819	1683.988	1260.968	4102.021	4102.015	1381.115	1220.952	4147.393	1446.896	1339.058	4100.292	4134.009	1362.656	1291.387	4131.335	4145.206	1276.294	1292.88	4065.189	1221.218	4088.987	4084.898	4133.049	4067.778	
SHH_WT_models19436.py	3821.469	3695.043	916.327	831.189	899.386	3743.081	840.189	3759.842	3861.327	3868.108	1649.342	3854.684	3729.724	3758.471	3789.85	3724.319	3850.867	514.042	1694.324	3762.112	3749.491	3796.207	472.161	3760.159	719.035	3750.298	593.728	780.832	536.628	617.5	538.935	824.523	3761.268	678.67	3668.716	894.538	3695.444	569.239	480.739	415.723	3723.21	3704.176	3726.136	3683.708	339.349	3729.565	3812.409	3815.746	394.139	3709.098	3880.257	543.144	399.571	370.955	3726.879	3874.316	373.795	3740.727	3808.103	554.079	598.027	3698.612	3701.81	933.691	3765.224	521.311	537.103	459.895	3728.243	0.0	3795.063	3736.075	728.424	3711.555	570.723	655.324	3690.688	3710.48	300.421	3661.532	3940.326	457.735	3998.536	1585.786	1062.563	4098.814	3681.59	520.335	1445.081	4047.457	1896.013	1422.283	1386.765	4064.955	3977.0	4151.506	1400.095	4135.699	3689.16	3932.036	1299.533	4102.196	1463.769	1425.0	1480.588	1357.721	4107.63	1329.375	4138.02	3994.96	1471.04	4151.352	4141.843	1363.5	1567.015	4107.327	1169.825	3944.076	3943.347	3967.914	1381.511	4140.015	4087.165	4018.089	4127.821	4118.857	4081.603	3942.656	1488.792	1455.715	4043.577	1491.773	1417.829	4118.218	1386.64	4053.644	1431.298	1443.002	1548.337	3998.165	1358.391	1416.671	1442.867	4209.117	4085.752	1449.923	4103.469	1345.399	4122.198	4053.441	3963.131	4107.084	3871.639	1475.085	1496.589	4048.885	4146.091	1425.506	1526.237	4107.003	4117.451	1614.495	1448.612	4144.128	4145.299	4108.673	4055.177	4055.379	1370.716	1302.413	1339.773	1889.138	4148.89	4122.015	1570.692	1431.828	4021.408	4237.79	4067.36	1436.451	1446.716	4073.255	3963.444	1550.785	4143.006	4082.844	1371.067	1421.984	4093.14	3849.167	1413.386	1499.225	4031.509	4112.509	1350.95	3989.796	1443.356	1361.276	1528.825	1414.496	
SHH_WT_models34283.py	694.075	608.435	3917.095	3787.665	3943.255	490.489	3847.379	462.449	800.054	976.675	4119.076	963.294	500.702	488.838	760.606	577.395	773.233	3864.688	4268.122	675.764	805.25	407.922	3899.379	660.226	3867.205	957.873	3808.533	3783.17	3856.96	3843.261	3932.784	3775.123	746.289	4030.197	548.103	3836.236	823.977	3946.011	3790.521	3913.548	629.502	854.897	883.967	792.411	3801.581	822.537	933.285	655.973	3783.682	812.758	840.009	3810.362	3860.653	3863.341	740.911	749.941	3811.316	638.885	843.508	3928.593	3807.9	948.905	855.607	3656.235	927.597	3896.22	3853.626	3850.113	834.074	3795.063	0.0	854.209	3926.767	936.491	3817.936	3847.038	853.668	855.539	3791.031	762.244	1035.663	3769.738	1135.183	4183.593	3771.572	1141.771	884.67	3768.224	4185.646	1848.534	4357.595	4019.484	4003.36	1151.369	1065.132	1290.579	4150.259	1279.65	935.039	1197.108	3989.803	1241.645	4164.057	4131.145	4169.323	4003.804	1209.14	4015.469	1297.666	1142.698	4190.804	1227.833	1200.769	3972.268	4210.984	1176.014	3975.195	1010.446	1108.838	1143.477	4122.014	1314.289	1196.101	1061.974	1222.002	1240.307	1208.223	1097.665	4145.111	4121.334	1156.361	4132.951	4076.704	1206.721	4103.056	1097.018	4164.767	4156.211	4144.376	1074.266	4030.568	4079.22	4024.554	1324.555	1133.634	4122.382	1158.965	4108.7	1186.432	1130.049	1232.737	1190.97	1036.659	4174.837	4174.643	1122.92	1401.164	3938.437	4202.784	1236.778	1224.432	4273.484	4146.888	1231.024	1227.563	1243.681	1145.975	1170.56	4160.618	4083.966	3904.387	4399.345	1232.683	1188.635	4109.338	4104.917	1175.681	1478.709	1143.32	4108.204	4076.067	1113.684	1266.336	4154.909	1230.634	1192.218	4107.505	4150.801	1215.783	1052.409	4149.439	4157.217	1101.728	1198.054	4046.362	1180.36	4095.54	4079.99	4137.915	4057.293	
SHH_WT_models5070.py	827.299	776.162	3877.793	3781.431	3866.564	894.607	3773.545	708.793	786.936	797.13	4007.906	760.641	914.135	752.424	435.871	833.231	636.363	3772.376	4118.324	410.022	343.506	748.457	3809.364	568.032	3819.745	650.696	3727.682	3768.655	3776.028	3744.668	3839.338	3782.353	501.874	3927.446	882.739	3834.348	463.61	3835.012	3725.019	3827.505	689.58	377.943	275.351	397.594	3740.654	366.068	587.949	517.262	3735.347	424.221	763.405	3779.659	3771.41	3809.217	520.514	651.909	3742.625	516.972	655.818	3831.906	3739.617	444.558	398.863	3674.878	416.94	3788.302	3767.664	3762.664	463.841	3736.075	854.209	0.0	3820.247	460.952	3776.671	3779.822	504.164	559.975	3718.797	738.971	1278.629	3738.323	1409.641	4173.122	3800.356	1352.921	533.662	3701.142	4155.162	1838.974	4280.072	4043.79	4028.485	1367.8	1327.51	1534.622	4119.216	1430.881	410.496	1273.545	3981.833	1369.744	4150.918	4131.978	4160.216	4003.8	1360.228	4026.261	1439.886	1162.231	4163.656	1419.521	1376.94	4000.857	4191.606	1359.574	3946.835	1413.564	1244.112	1230.15	4118.094	1512.411	1323.81	1337.115	1458.467	1492.988	1410.815	1269.44	4166.656	4118.759	1296.85	4137.602	4095.928	1338.011	4098.769	1490.97	4137.483	4153.122	4150.051	1223.22	4024.63	4109.974	4032.594	1511.318	1340.617	4130.968	1346.861	4121.083	1347.35	1276.401	1254.593	1358.422	1301.391	4154.842	4164.627	1281.404	1595.838	3989.89	4176.836	1385.846	1448.759	4217.833	4146.977	1415.286	1417.552	1370.261	1269.299	1393.568	4145.813	4100.813	3959.841	4318.013	1402.547	1390.875	4136.585	4118.671	1273.881	1681.86	1291.424	4117.492	4109.786	1397.744	1194.59	4160.843	1465.265	1345.324	4099.507	4145.184	1384.061	1239.605	4141.527	4159.046	1307.744	1332.823	4084.203	1170.056	4107.358	4104.726	4146.965	4083.586	
SHH_WT_models17200.py	3926.949	3816.007	943.79	1024.276	681.199	3868.774	561.372	3858.87	3901.942	3883.667	1285.12	3864.338	3875.64	3906.126	3873.928	3864.885	3913.64	446.838	1268.506	3855.265	3835.047	3898.293	502.19	3875.303	646.12	3813.278	565.388	1022.914	601.466	448.531	544.202	1127.917	3870.024	604.637	3822.16	995.701	3773.053	457.468	621.758	567.435	3870.287	3797.015	3815.429	3782.156	636.71	3819.851	3851.481	3905.449	670.557	3822.951	3927.975	714.412	578.482	740.432	3832.132	3965.605	663.19	3852.194	3901.57	532.754	635.448	3783.884	3798.99	1099.465	3827.462	488.361	554.413	619.236	3832.664	728.424	3926.767	3820.247	0.0	3812.432	724.172	627.75	3817.898	3835.505	635.945	3815.052	4032.255	784.001	4081.833	1314.208	1074.893	4176.472	3784.206	642.759	1163.743	4082.251	1563.211	1195.573	1198.121	4148.904	4069.11	4236.486	1140.577	4195.512	3795.032	3996.093	1080.5	4179.452	1203.068	1202.799	1236.884	1161.165	4182.335	1174.308	4197.165	4029.24	1215.746	4212.055	4205.467	1235.687	1293.237	4178.146	950.399	4058.718	4020.693	4035.539	1149.933	4221.053	4165.035	4106.407	4212.068	4187.808	4170.539	4014.736	1339.246	1182.703	4132.343	1266.971	1223.548	4178.581	1147.012	4161.497	1154.98	1207.21	1304.657	4073.081	1111.292	1228.675	1289.247	4247.599	4164.584	1209.645	4173.271	1203.387	4188.343	4134.825	4004.398	4183.532	3973.945	1233.902	1259.36	4122.689	4220.854	1361.885	1239.796	4182.57	4205.935	1308.123	1200.394	4211.994	4200.514	4185.084	4092.44	4130.702	1152.726	1184.51	1280.702	1560.018	4205.244	4195.944	1361.324	1211.331	4104.231	4295.24	4146.69	1209.711	1301.606	4173.783	4001.727	1325.232	4221.939	4150.694	1114.219	1198.587	4169.306	3948.24	1174.67	1261.475	4099.157	4178.638	1222.396	4027.713	1222.653	1200.002	1275.975	1248.999	
SHH_WT_models37605.py	834.924	873.401	3857.413	3762.36	3875.665	1004.538	3772.594	803.055	766.611	919.398	4047.731	896.877	945.597	779.235	401.987	955.997	591.868	3752.692	4138.634	639.447	468.299	919.996	3804.897	486.06	3836.032	758.829	3733.838	3747.844	3782.973	3741.197	3828.966	3761.142	466.517	3930.318	948.924	3832.958	410.171	3825.251	3720.755	3816.586	626.154	446.243	439.829	421.671	3729.661	488.668	771.242	496.65	3724.198	443.307	762.6	3785.239	3762.838	3778.33	671.123	677.888	3736.507	678.598	550.973	3820.723	3745.158	561.13	501.075	3645.876	593.223	3774.172	3754.122	3759.255	632.749	3711.555	936.491	460.952	3812.432	0.0	3784.31	3782.144	503.824	391.252	3702.248	545.189	1389.894	3726.683	1548.244	4151.326	3783.107	1425.517	516.031	3700.202	4135.744	1977.876	4252.43	4041.538	4025.218	1408.792	1458.283	1639.889	4086.308	1475.272	368.952	1391.736	3977.236	1420.38	4135.026	4118.484	4130.859	4003.411	1435.23	4024.035	1495.999	1298.097	4143.909	1510.463	1466.404	3989.146	4180.315	1396.441	3928.907	1509.143	1361.81	1363.048	4092.064	1578.375	1407.301	1464.246	1582.927	1553.702	1466.669	1415.913	4139.271	4093.354	1342.87	4128.064	4062.445	1395.063	4075.725	1587.079	4116.372	4128.039	4146.447	1334.708	4024.117	4085.113	4024.289	1573.438	1411.761	4116.593	1405.197	4096.044	1443.211	1371.825	1348.069	1422.548	1412.039	4143.968	4150.066	1397.126	1635.245	3962.809	4166.453	1453.232	1499.032	4210.309	4136.776	1504.123	1497.486	1478.454	1421.803	1484.832	4126.3	4084.239	3935.133	4305.355	1484.953	1445.935	4107.693	4101.04	1290.081	1773.913	1380.493	4108.924	4079.548	1467.723	1335.737	4152.834	1535.984	1462.192	4071.236	4133.788	1415.608	1315.04	4122.491	4149.682	1393.785	1419.293	4059.454	1318.151	4092.294	4088.535	4141.977	4076.233	
SHH_WT_models7718.py	3914.569	3748.03	1033.143	938.353	906.759	3790.411	812.64	3804.295	3926.224	3921.838	1531.961	3899.907	3796.071	3819.077	3848.53	3766.542	3915.264	622.596	1624.112	3779.954	3793.663	3820.519	449.575	3832.341	450.791	3800.192	497.361	917.303	433.635	565.621	519.389	966.072	3808.166	558.761	3705.955	848.408	3750.715	528.811	424.782	478.814	3790.367	3751.277	3762.856	3730.521	450.925	3759.211	3842.511	3862.089	389.196	3756.946	3931.689	292.932	516.414	688.48	3736.687	3920.505	367.247	3753.187	3865.416	529.018	496.216	3727.4	3734.899	1062.557	3809.886	575.648	624.356	452.026	3742.216	570.723	3817.936	3776.671	724.172	3784.31	0.0	536.292	3736.66	3787.169	547.557	3739.233	3961.89	374.999	4020.707	1484.19	1115.276	4120.708	3733.76	386.317	1364.373	4086.697	1865.592	1256.24	1239.604	4095.712	3993.605	4179.862	1367.524	4187.277	3731.079	3974.073	1213.052	4137.748	1375.187	1296.326	1442.706	1218.646	4131.152	1235.674	4194.185	4011.648	1407.396	4180.525	4168.965	1264.235	1446.638	4149.045	1154.421	3966.728	3957.744	3977.569	1313.238	4190.623	4116.511	4029.09	4141.287	4157.744	4119.96	3966.09	1411.948	1380.149	4059.56	1340.677	1355.507	4147.381	1289.097	4069.182	1326.127	1365.268	1400.737	4008.645	1243.671	1288.138	1399.86	4252.984	4107.868	1347.278	4131.206	1262.05	4150.143	4066.478	4000.615	4137.094	3891.707	1378.285	1404.982	4053.961	4206.013	1374.539	1419.217	4159.269	4155.125	1515.152	1293.018	4176.206	4164.576	4129.773	4066.596	4061.111	1272.693	1197.091	1290.485	1824.904	4167.355	4158.33	1483.362	1298.039	4063.592	4277.275	4077.131	1304.595	1395.367	4103.28	3982.338	1430.65	4173.397	4093.963	1297.478	1278.972	4127.839	3905.069	1322.6	1371.979	4046.77	4126.321	1254.158	4002.808	1304.715	1225.015	1372.608	1293.501	
