	SHH_WT_models39112.py	SHH_WT_models17169.py	SHH_WT_models39507.py	SHH_WT_models29348.py	SHH_WT_models8890.py	SHH_WT_models22582.py	SHH_WT_models35923.py	SHH_WT_models28174.py	SHH_WT_models48773.py	SHH_WT_models27908.py	SHH_WT_models44428.py	SHH_WT_models2347.py	SHH_WT_models37605.py	SHH_WT_models25404.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models15235.py	SHH_WT_models5070.py	SHH_WT_models11760.py	SHH_WT_models44981.py	SHH_WT_models49283.py	SHH_WT_models44943.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models36833.py	SHH_WT_models26485.py	SHH_WT_models34323.py	SHH_WT_models38276.py	SHH_WT_models29459.py	SHH_WT_models29007.py	SHH_WT_models42278.py	SHH_WT_models9748.py	SHH_WT_models14847.py	SHH_WT_models2378.py	SHH_WT_models1483.py	SHH_WT_models22704.py	SHH_WT_models41149.py	SHH_WT_models46610.py	SHH_WT_models39215.py	SHH_WT_models21516.py	SHH_WT_models12018.py	SHH_WT_models29668.py	SHH_WT_models11746.py	SHH_WT_models34283.py	SHH_WT_models38454.py	SHH_WT_models25210.py	SHH_WT_models25325.py	SHH_WT_models5447.py	SHH_WT_models42102.py	SHH_WT_models38869.py	SHH_WT_models32950.py	SHH_WT_models9457.py	SHH_WT_models12231.py	SHH_WT_models8847.py	SHH_WT_models15552.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models7095.py	SHH_WT_models3886.py	SHH_WT_models31195.py	SHH_WT_models37289.py	SHH_WT_models10306.py	SHH_WT_models18570.py	SHH_WT_models17085.py	SHH_WT_models9654.py	SHH_WT_models32237.py	SHH_WT_models33698.py	SHH_WT_models33622.py	SHH_WT_models571.py	SHH_WT_models28611.py	SHH_WT_models40317.py	SHH_WT_models40479.py	SHH_WT_models11273.py	SHH_WT_models2611.py	SHH_WT_models14471.py	SHH_WT_models40152.py	SHH_WT_models1789.py	SHH_WT_models717.py	SHH_WT_models43346.py	SHH_WT_models29730.py	SHH_WT_models21876.py	SHH_WT_models7530.py	SHH_WT_models41274.py	SHH_WT_models27167.py	SHH_WT_models8846.py	SHH_WT_models34442.py	SHH_WT_models18377.py	SHH_WT_models41778.py	SHH_WT_models9585.py	SHH_WT_models8077.py	SHH_WT_models32116.py	SHH_WT_models11050.py	SHH_WT_models34664.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models35309.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models6070.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models48341.py	SHH_WT_models22069.py	SHH_WT_models13902.py	SHH_WT_models49537.py	SHH_WT_models38655.py	
SHH_WT_models35309.py	1315.264	1350.849	4286.783	4163.671	4285.014	1327.424	4175.617	1236.412	1323.578	1289.442	4366.35	1283.973	1428.936	1437.277	1469.354	1371.82	1447.362	4203.309	4444.928	1405.165	1502.157	1241.731	4251.508	1467.295	4220.06	1336.728	4167.805	4158.124	4208.69	4180.124	4275.002	4148.887	1561.606	4359.807	1435.424	4215.771	1512.233	4275.894	4154.318	4247.509	1582.215	1527.582	1549.02	1560.859	4177.914	1540.944	1383.722	1458.717	4141.362	1581.629	1426.473	4182.594	4223.036	4216.054	1508.534	1444.449	4178.034	1452.476	1547.267	4258.631	4176.005	1504.281	1522.38	4010.302	1495.578	4223.23	4180.606	4219.664	1561.889	4151.506	1290.579	1534.622	4236.486	1639.889	4179.862	4179.413	1656.186	1672.341	4151.118	1650.12	754.018	4130.351	675.307	4484.805	4096.076	465.011	1555.526	4132.224	4465.526	1662.597	4515.475	4312.604	4307.36	526.298	650.242	0.0	4443.253	421.103	1627.679	843.028	4286.522	486.486	4452.171	4431.157	4456.132	4305.036	
SHH_WT_models192.py	4209.892	4068.035	1258.874	1329.644	1146.56	4130.72	1164.395	4132.583	4212.046	4192.9	1432.922	4179.482	4098.801	4158.882	4172.845	4100.468	4224.985	1219.488	1391.472	4144.278	4145.449	4174.446	1247.431	4163.024	1234.654	4098.372	1286.143	1378.579	1290.024	1240.178	1230.396	1448.351	4154.409	1162.784	4016.485	1324.264	4066.083	1265.798	1343.215	1286.882	4128.088	4105.298	4119.754	4068.717	1323.257	4109.512	4171.914	4192.082	1374.729	4113.832	4242.973	1304.988	1308.986	1355.823	4117.591	4266.701	1358.631	4122.035	4198.252	1282.712	1338.825	4073.614	4079.525	1434.207	4132.063	1301.736	1309.142	1351.502	4124.226	1400.095	4150.259	4119.216	1140.577	4086.308	1367.524	1338.782	4095.206	4110.624	1373.501	4048.487	4197.465	1442.208	4272.045	414.475	1207.98	4368.535	4047.309	1400.224	248.246	4318.821	781.225	703.892	697.582	4328.543	4252.694	4443.253	0.0	4399.231	4068.597	4203.016	741.469	4381.853	342.875	377.668	318.442	729.403	
SHH_WT_models23133.py	1249.424	1348.616	4260.287	4153.163	4255.926	1358.502	4145.038	1217.756	1211.968	1251.076	4339.734	1222.472	1406.752	1394.496	1327.403	1368.522	1299.344	4169.689	4393.426	1354.823	1404.225	1235.103	4233.501	1347.472	4212.724	1274.339	4148.377	4150.424	4193.96	4152.377	4253.32	4139.591	1440.557	4330.849	1416.177	4210.995	1396.853	4247.266	4140.37	4230.06	1479.395	1430.346	1450.44	1456.034	4162.101	1451.649	1316.953	1330.529	4134.9	1477.134	1289.586	4183.363	4197.371	4198.289	1460.231	1317.188	4172.185	1401.114	1407.185	4237.406	4163.424	1406.439	1432.866	3998.626	1375.237	4194.327	4157.019	4202.844	1491.543	4135.699	1279.65	1430.881	4195.512	1475.272	4187.277	4174.755	1557.466	1528.087	4135.115	1529.538	787.532	4131.763	823.814	4450.723	4087.963	361.052	1435.232	4127.137	4423.339	1721.81	4470.528	4302.04	4297.717	364.581	760.357	421.103	4399.231	0.0	1505.462	893.106	4266.224	271.383	4425.13	4412.302	4417.865	4291.735	
SHH_WT_models6070.py	954.616	851.131	3820.658	3721.949	3845.739	1008.208	3743.938	800.844	901.133	983.482	4010.33	934.226	975.586	819.007	512.034	919.138	738.61	3732.497	4130.176	541.107	467.715	875.308	3770.8	619.263	3786.807	715.102	3698.762	3704.467	3745.783	3712.09	3796.795	3721.671	508.815	3898.062	893.641	3779.056	464.225	3801.6	3687.401	3787.973	695.322	430.643	358.943	398.943	3700.409	407.354	765.705	582.983	3687.3	451.141	855.093	3734.895	3739.835	3754.217	579.88	744.52	3697.067	640.722	672.959	3790.324	3708.055	422.974	377.688	3608.628	556.883	3756.058	3731.363	3725.374	540.057	3689.16	935.039	410.496	3795.032	368.952	3731.079	3741.215	495.917	541.447	3676.281	689.975	1349.698	3681.625	1509.897	4119.669	3741.712	1426.102	449.52	3658.05	4113.667	1925.604	4236.971	4000.91	3986.26	1417.418	1424.803	1627.679	4068.597	1505.462	0.0	1382.714	3946.361	1439.018	4104.183	4084.985	4109.817	3968.089	
SHH_WT_models28238.py	1212.53	1080.051	4041.165	3944.466	4038.745	1084.232	3954.879	1051.704	1251.399	1123.239	4178.556	1144.036	1220.433	1236.47	1308.253	1167.328	1333.567	3975.332	4291.728	1178.717	1251.573	1092.362	4015.503	1312.783	4007.667	1167.085	3948.07	3930.179	3988.777	3960.455	4039.161	3940.863	1347.154	4133.041	1257.718	3991.074	1201.62	4044.7	3939.452	4027.989	1359.013	1243.137	1274.962	1250.122	3956.115	1255.892	1196.206	1303.626	3935.585	1309.977	1366.667	3966.654	3993.138	3986.09	1248.096	1377.765	3949.898	1242.136	1400.941	4028.236	3952.511	1260.902	1250.482	3807.422	1259.933	3998.129	3958.736	3990.553	1312.352	3932.036	1197.108	1273.545	3996.093	1391.736	3974.073	3969.002	1383.966	1410.865	3917.122	1410.328	480.325	3933.33	443.903	4259.502	3868.679	822.482	1310.32	3909.928	4236.469	1753.997	4391.711	4093.906	4086.004	856.423	460.698	843.028	4203.016	893.106	1382.714	0.0	4042.185	897.662	4216.373	4203.105	4226.026	4076.321	
SHH_WT_models34190.py	4098.712	3948.488	1268.971	1230.317	997.925	3975.652	975.454	3973.674	4094.768	4076.748	1294.548	4056.946	3970.991	4022.396	4042.989	3964.853	4102.753	1160.444	1491.48	3997.443	4012.332	4005.079	1198.989	4033.048	1037.855	3982.119	1079.061	1236.205	1117.788	1108.481	1227.686	1266.194	4013.789	1217.227	3893.077	1189.817	3940.46	1271.969	1149.607	1276.089	3996.551	3977.18	3986.164	3936.485	1182.428	3970.905	4038.124	4046.967	1208.481	3981.004	4117.995	1123.831	1201.418	1329.236	3968.848	4131.288	1244.869	3966.158	4070.99	1289.421	1104.852	3951.73	3950.696	1247.102	4002.371	1272.65	1204.509	1230.157	3976.38	1299.533	3989.803	3981.833	1080.5	3977.236	1213.052	1191.034	3963.425	3995.477	1270.525	3939.062	4031.816	1275.995	4092.678	854.511	998.972	4203.756	3926.599	1228.823	778.774	4212.804	1166.245	349.153	341.074	4175.626	4072.271	4286.522	741.469	4266.224	3946.361	4042.185	0.0	4238.142	711.581	677.794	779.692	308.51	
SHH_WT_models48341.py	1259.928	1324.513	4229.825	4110.505	4237.604	1330.259	4123.918	1202.402	1189.8	1255.387	4331.362	1228.641	1404.41	1369.323	1270.509	1347.749	1256.48	4148.21	4402.803	1278.258	1339.64	1200.396	4203.433	1308.655	4175.431	1256.445	4116.162	4105.887	4158.569	4126.249	4222.562	4096.572	1372.335	4304.523	1382.172	4163.147	1340.561	4221.333	4105.887	4198.795	1433.029	1361.476	1380.867	1391.339	4129.591	1372.406	1267.708	1281.291	4097.957	1397.776	1234.449	4137.943	4169.388	4166.344	1366.095	1242.346	4129.535	1303.052	1328.547	4205.585	4131.029	1333.663	1371.505	3958.319	1333.594	4169.376	4132.457	4170.024	1396.146	4102.196	1241.645	1369.744	4179.452	1420.38	4137.748	4142.901	1471.211	1469.372	4101.153	1489.623	770.2	4086.253	833.619	4425.614	4045.68	283.033	1402.984	4088.383	4407.69	1811.194	4482.226	4266.636	4263.042	288.414	729.714	486.486	4381.853	271.383	1439.018	897.662	4238.142	0.0	4400.115	4376.927	4401.044	4260.168	
SHH_WT_models22069.py	4253.324	4094.587	1304.554	1324.675	1170.308	4151.323	1175.206	4156.757	4261.273	4235.287	1420.081	4216.082	4127.195	4192.279	4216.508	4122.759	4273.546	1274.619	1449.134	4168.282	4183.704	4189.744	1285.948	4206.26	1215.093	4131.015	1303.044	1365.662	1308.524	1282.419	1268.717	1436.587	4195.119	1206.306	4037.637	1324.568	4107.089	1335.139	1368.771	1337.824	4170.11	4144.605	4154.309	4106.757	1386.428	4142.269	4210.141	4230.693	1402.49	4154.384	4292.048	1299.643	1380.659	1417.853	4143.337	4309.876	1394.208	4144.425	4246.25	1331.535	1344.735	4106.566	4112.166	1400.573	4164.852	1363.519	1335.835	1412.724	4152.127	1463.769	4164.057	4150.918	1203.068	4135.026	1375.187	1326.418	4132.152	4159.835	1432.873	4096.785	4199.971	1458.376	4269.015	410.479	1146.489	4372.941	4088.359	1442.09	296.232	4328.51	853.863	580.916	609.672	4336.094	4250.411	4452.171	342.875	4425.13	4104.183	4216.373	711.581	4400.115	0.0	288.833	282.331	693.218	
SHH_WT_models13902.py	4244.911	4082.638	1329.45	1339.576	1182.955	4128.738	1186.714	4136.157	4247.126	4225.548	1449.406	4209.251	4112.177	4169.336	4198.125	4099.69	4256.494	1269.345	1488.231	4141.103	4164.589	4162.999	1264.072	4186.607	1153.125	4123.04	1258.796	1376.877	1253.982	1257.746	1250.906	1429.791	4168.247	1172.566	4014.125	1286.138	4089.732	1297.569	1314.292	1306.595	4146.198	4124.605	4132.609	4086.408	1331.866	4116.589	4188.124	4205.456	1349.511	4128.094	4271.745	1226.619	1321.29	1403.013	4109.396	4284.291	1346.011	4109.972	4220.479	1308.374	1299.986	4086.419	4089.342	1431.0	4152.903	1340.295	1333.436	1348.244	4117.36	1425.0	4131.145	4131.978	1202.799	4118.484	1296.326	1304.968	4105.805	4139.043	1395.683	4074.176	4174.641	1395.729	4247.819	456.395	1174.699	4345.131	4069.859	1374.275	332.51	4331.086	950.136	535.083	523.799	4310.386	4222.915	4431.157	377.668	4412.302	4084.985	4203.105	677.794	4376.927	288.833	0.0	368.037	610.672	
SHH_WT_models49537.py	4242.059	4096.535	1270.905	1323.125	1179.615	4156.412	1224.265	4162.572	4255.971	4236.007	1435.362	4223.003	4125.758	4191.251	4216.698	4126.298	4270.262	1302.917	1418.154	4179.247	4189.479	4198.497	1336.852	4204.554	1277.655	4137.671	1367.312	1371.186	1368.397	1341.469	1306.447	1437.379	4195.589	1237.577	4037.733	1323.723	4107.298	1378.964	1428.293	1368.728	4165.505	4151.071	4162.624	4108.875	1413.509	4149.812	4221.13	4232.432	1456.039	4158.833	4292.048	1358.286	1403.085	1416.868	4155.012	4308.533	1452.346	4156.78	4244.587	1370.652	1414.063	4116.597	4118.669	1416.945	4172.362	1402.947	1386.223	1454.577	4165.299	1480.588	4169.323	4160.216	1236.884	4130.859	1442.706	1404.2	4135.105	4153.273	1462.174	4089.802	4209.155	1503.879	4283.333	392.859	1160.792	4378.378	4085.581	1507.841	351.656	4337.875	772.437	675.942	680.235	4337.106	4265.641	4456.132	318.442	4417.865	4109.817	4226.026	779.692	4401.044	282.331	368.037	0.0	780.007	
SHH_WT_models38655.py	4127.589	3974.322	1325.887	1298.925	1095.461	4001.119	1080.819	4000.233	4120.865	4106.698	1380.206	4083.876	3995.766	4047.069	4066.905	3988.158	4126.822	1233.6	1553.844	4013.31	4035.4	4023.917	1245.377	4057.22	1075.978	4008.877	1132.667	1317.818	1170.039	1169.542	1287.025	1344.099	4037.052	1240.731	3913.285	1234.314	3970.713	1304.645	1200.399	1317.806	4023.651	4001.849	4009.688	3965.053	1221.996	3995.138	4056.16	4067.193	1251.654	4003.085	4138.745	1149.37	1239.179	1381.063	3986.095	4151.129	1267.597	3982.38	4090.918	1349.041	1169.017	3974.264	3973.077	1336.457	4029.083	1328.405	1292.396	1254.917	3989.344	1357.721	4003.804	4003.8	1161.165	4003.411	1218.646	1249.227	3985.801	4021.838	1330.952	3964.045	4061.995	1314.053	4121.425	791.038	1086.053	4224.418	3955.041	1266.531	746.583	4236.951	1163.602	344.75	288.477	4199.628	4099.109	4305.036	729.403	4291.735	3968.089	4076.321	308.51	4260.168	693.218	610.672	780.007	0.0	
