	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models38755.py	420.075	2291.924	1014.515	466.007	951.81	2348.25	406.641	847.174	1053.508	913.436	2281.146	941.919	952.882	2279.896	2310.665	2319.239	2371.892	2205.167	2262.214	2346.456	910.175	2324.325	2228.854	2314.317	917.743	882.46	2264.846	900.865	2224.047	2287.438	898.018	2246.615	935.4	242.125	2274.68	983.693	2279.889	2264.556	2266.755	1112.539	0.0	2199.769	2268.3	2176.662	875.558	2266.929	1019.768	956.408	970.556	907.817	2279.932	976.267	856.282	2374.524	811.101	1041.488	2184.67	468.203	2214.023	1087.43	2256.851	2236.908	982.211	903.226	2219.79	356.743	906.423	930.305	2274.565	935.229	865.881	2278.927	1014.649	2372.628	1016.306	963.389	2195.248	2301.396	2256.746	2260.268	2356.228	2327.333	890.983	2322.587	2181.001	879.798	915.978	2289.118	2341.27	917.905	2372.064	2278.605	1073.05	2308.946	592.943	797.595	2213.537	2307.632	2262.095	2329.672	2278.62	986.328	1056.904	2258.903	2249.362	809.17	2277.2	932.477	1043.983	2351.658	2288.949	580.688	2279.433	2244.303	1131.392	427.848	1006.033	2271.187	1063.304	588.863	2249.617	2239.58	814.659	2246.981	2283.159	1071.937	901.334	2231.493	2291.599	327.631	1073.042	995.415	840.709	781.506	885.213	2318.941	1010.82	2195.321	2201.135	1066.308	994.244	808.639	940.595	2291.558	2246.049	1043.198	2222.998	575.426	1044.719	2293.366	2277.694	174.563	858.763	901.265	2266.281	2231.625	905.976	987.288	949.123	2353.557	885.772	2270.223	930.898	2314.006	1013.668	957.316	950.799	943.539	518.846	877.476	2195.807	2340.759	2238.083	1073.385	784.502	2192.667	2308.889	2306.58	2243.868	2320.444	930.207	1038.16	2193.514	856.907	2268.308	661.351	1019.203	913.397	534.318	2213.512	692.753	2275.923	1030.815	976.906	1043.75	916.592	935.207	998.443	2163.559	2237.967	
Six_mouse_models655.py	2209.555	861.558	2244.51	2218.239	2249.438	549.695	2272.981	2191.028	2277.629	2211.57	472.737	2235.631	2218.488	802.292	503.538	538.784	553.759	842.243	458.632	594.086	2216.314	513.367	152.036	536.39	2206.535	2172.329	451.618	2218.93	284.563	459.407	2205.545	816.821	2188.628	2213.938	423.522	2262.901	824.878	432.071	443.976	2279.449	2199.769	0.0	335.71	266.417	2148.769	534.685	2237.898	2226.122	2230.404	2202.46	479.218	2264.233	2153.333	619.179	2128.077	2285.018	818.348	2237.555	289.722	2287.868	471.097	813.315	2254.205	2207.537	222.867	2169.642	2203.214	2245.535	480.823	2229.978	2155.868	492.337	2232.71	621.703	2265.817	2209.392	311.551	614.176	343.499	376.959	659.405	587.762	2180.754	582.16	301.23	2180.092	2193.652	476.622	611.645	2229.683	661.264	427.713	2282.93	526.378	2261.472	2126.291	630.939	617.023	476.372	500.956	511.387	2264.798	2244.653	481.78	801.129	2164.246	455.571	2172.871	2264.933	674.287	591.552	2229.893	460.043	436.277	2298.991	2260.415	2249.05	496.054	2287.666	2136.522	422.395	469.932	2147.968	889.99	553.211	2270.317	2186.327	479.136	475.093	2173.66	2272.904	2248.149	2189.224	2282.852	2192.464	538.044	2214.085	841.255	348.042	2264.546	2215.978	2096.645	2201.329	449.571	440.484	2289.966	474.576	2227.78	2237.964	580.271	514.906	2170.604	2164.967	2214.732	569.31	482.388	2216.793	2237.33	2207.044	620.734	2179.024	478.709	2208.654	594.447	2252.79	2194.214	2248.237	2170.25	2242.092	2189.164	814.195	660.054	886.409	2268.278	2138.765	834.024	629.615	627.196	502.235	631.983	2202.636	2253.195	448.627	2139.511	489.051	2182.75	2215.206	2204.374	2117.509	486.08	2228.358	547.217	2237.755	2242.11	2265.184	2200.879	2192.383	2236.504	232.286	617.421	
Six_mouse_models2564.py	2263.661	870.375	2258.041	2271.214	2260.12	486.547	2324.707	2226.051	2278.776	2247.207	500.315	2264.278	2261.767	849.827	513.418	492.963	478.983	837.199	538.658	544.308	2237.411	510.045	297.099	528.729	2248.173	2207.677	565.88	2261.256	379.91	521.252	2251.466	940.746	2232.481	2279.603	526.508	2280.565	858.469	530.322	507.555	2256.164	2268.3	335.71	0.0	403.832	2192.415	659.788	2261.358	2247.324	2272.287	2252.048	541.486	2271.784	2195.89	608.517	2185.872	2302.046	979.987	2297.25	486.956	2286.748	583.594	964.306	2276.775	2249.808	365.602	2228.917	2243.337	2272.9	629.148	2270.171	2197.714	505.412	2255.601	514.867	2313.147	2236.925	451.865	654.667	338.932	545.817	651.987	581.733	2233.58	589.347	411.619	2227.723	2238.915	466.549	585.218	2267.391	586.057	532.494	2258.015	514.279	2327.442	2183.962	703.347	663.939	606.19	458.58	549.19	2312.335	2264.224	568.247	942.071	2212.368	514.317	2203.935	2281.346	653.74	656.61	2298.804	611.378	563.477	2278.496	2321.19	2300.854	596.708	2286.596	2197.546	508.053	461.135	2188.602	900.463	650.298	2289.433	2229.54	595.62	516.644	2226.525	2284.783	2269.669	2224.821	2317.987	2239.705	497.301	2253.23	980.929	383.007	2291.881	2267.197	2150.855	2249.788	511.724	457.922	2277.061	480.83	2281.687	2274.873	654.74	550.765	2242.334	2219.912	2253.893	613.339	645.427	2270.005	2284.537	2263.785	611.185	2223.772	625.231	2261.362	602.224	2296.276	2233.824	2288.125	2207.175	2316.175	2236.379	901.373	652.701	964.94	2295.886	2203.075	984.426	632.895	608.474	678.225	656.59	2254.409	2293.303	517.204	2197.801	583.792	2237.804	2259.847	2250.323	2186.156	686.951	2296.48	568.605	2282.398	2287.315	2294.367	2258.309	2245.586	2281.589	396.052	734.853	
Six_mouse_models25663.py	2207.731	895.062	2244.216	2205.707	2236.757	632.299	2258.657	2174.982	2276.285	2211.556	519.22	2222.724	2206.246	793.09	616.921	584.091	658.83	831.024	480.422	593.019	2208.873	571.804	275.654	563.675	2204.298	2178.592	490.38	2211.123	261.193	553.822	2194.793	834.784	2191.362	2199.951	533.772	2247.534	841.715	513.654	557.549	2271.527	2176.662	266.417	403.832	0.0	2158.919	517.67	2243.371	2220.178	2237.283	2193.008	569.879	2259.497	2156.392	659.293	2135.85	2271.506	793.261	2230.202	243.509	2283.035	489.073	822.207	2239.787	2199.883	217.163	2150.386	2201.413	2237.835	474.409	2226.475	2160.515	590.507	2235.675	644.633	2261.362	2216.56	209.016	643.453	281.262	444.854	651.625	617.724	2172.322	649.533	176.409	2177.107	2187.558	520.008	671.85	2222.102	682.514	482.005	2273.947	563.505	2245.744	2123.877	667.416	629.703	477.105	536.567	549.431	2247.24	2246.627	535.0	865.193	2164.065	561.283	2173.876	2253.074	676.31	610.292	2228.9	507.654	509.653	2294.557	2238.435	2243.313	537.913	2290.278	2139.904	449.629	428.496	2143.051	874.823	556.049	2269.284	2175.949	555.794	528.476	2166.713	2266.463	2238.347	2174.061	2283.451	2169.282	618.595	2214.414	865.046	334.098	2265.321	2209.786	2108.701	2187.781	540.178	466.874	2287.112	454.183	2225.41	2240.765	584.455	594.02	2150.643	2173.274	2213.631	598.126	570.091	2207.033	2236.154	2200.931	617.856	2169.378	514.232	2206.748	680.231	2249.832	2193.146	2230.385	2173.03	2219.693	2167.577	833.469	652.31	860.749	2275.212	2135.277	835.992	666.72	654.068	521.183	626.068	2206.15	2245.086	407.89	2138.331	535.951	2187.093	2219.976	2199.384	2112.982	522.79	2229.847	562.937	2244.687	2227.868	2252.822	2200.472	2191.752	2225.591	260.914	617.191	
Six_mouse_models13801.py	796.967	2311.645	530.427	818.281	485.917	2240.953	874.224	322.968	519.525	492.978	2221.309	526.934	563.209	2330.176	2216.85	2267.915	2260.44	2230.193	2231.373	2260.342	467.048	2273.825	2165.275	2275.347	483.433	174.284	2222.635	520.949	2164.719	2194.242	526.99	2248.758	517.512	848.592	2231.275	570.492	2304.331	2219.009	2187.638	627.084	875.558	2148.769	2192.415	2158.919	0.0	2206.345	495.437	516.504	504.285	534.967	2197.499	505.202	278.688	2243.885	273.406	633.253	2217.704	872.658	2167.737	605.155	2215.801	2261.385	573.796	540.629	2159.674	833.577	509.912	524.88	2215.295	534.317	186.955	2187.76	521.588	2286.3	610.908	473.0	2156.55	2224.503	2219.488	2198.014	2297.254	2258.677	580.232	2260.917	2154.322	552.239	506.051	2238.654	2280.922	559.076	2290.015	2190.974	630.184	2270.127	918.532	363.188	2150.998	2233.522	2234.78	2249.214	2236.607	668.01	526.627	2234.152	2236.799	258.354	2233.777	554.05	629.138	2297.127	2255.98	869.575	2239.611	2218.255	621.959	910.658	600.817	2217.184	622.612	655.67	2207.17	2199.551	350.474	2232.783	2202.835	603.47	582.596	2191.83	2240.931	872.335	640.322	664.926	514.046	938.803	607.417	2273.305	560.814	2211.903	2152.171	567.626	602.999	340.759	630.043	2222.325	2211.703	597.211	2179.717	793.122	579.165	2265.78	2238.06	885.329	302.675	533.139	2221.258	2175.883	578.534	597.54	483.434	2316.81	585.623	2225.757	539.642	2262.408	614.178	525.677	567.292	494.569	896.076	625.456	2246.312	2281.601	2249.759	590.707	339.703	2231.336	2212.382	2230.381	2191.452	2277.724	437.272	614.626	2170.136	415.606	2234.143	653.257	575.752	581.03	697.553	2180.975	899.317	2248.69	585.459	600.859	613.917	497.499	531.299	616.513	2126.665	2205.925	
Six_mouse_models20327.py	2284.834	867.404	2216.132	2279.803	2230.72	443.685	2321.059	2216.066	2243.413	2181.074	315.365	2190.292	2174.855	894.908	429.482	513.893	597.35	973.914	309.607	407.619	2195.425	529.444	528.13	493.722	2181.862	2226.818	280.159	2184.226	464.556	315.803	2168.266	835.445	2168.138	2285.37	441.127	2226.055	813.187	347.994	365.559	2242.51	2266.929	534.685	659.788	517.67	2206.345	0.0	2209.716	2183.902	2213.992	2169.598	428.747	2236.766	2206.897	397.834	2190.538	2249.273	907.858	2266.745	454.805	2253.276	241.448	810.24	2211.654	2169.927	464.19	2228.562	2178.419	2204.698	260.562	2196.384	2209.209	396.437	2202.105	546.329	2247.99	2182.156	470.853	448.231	547.239	282.237	554.006	552.943	2154.028	552.569	521.645	2159.47	2170.234	738.979	606.019	2197.24	617.183	348.929	2245.956	509.381	2317.592	2180.834	841.28	428.129	267.142	450.346	415.59	2229.872	2210.027	427.014	849.231	2222.837	484.699	2138.308	2230.378	605.67	478.288	2305.581	362.878	411.052	2258.591	2296.582	2221.51	377.292	2264.513	2205.084	406.065	686.009	2186.286	1032.162	187.934	2224.599	2147.651	410.091	396.908	2253.111	2237.896	2198.196	2171.298	2280.505	2141.112	564.1	2184.71	895.379	575.664	2244.751	2190.995	2166.316	2166.259	507.747	686.786	2263.177	675.475	2258.803	2222.117	479.644	502.778	2237.083	2214.175	2191.529	478.249	341.995	2196.968	2220.721	2254.208	622.328	2145.087	310.688	2189.293	609.25	2226.003	2160.261	2250.547	2145.251	2295.622	2144.373	858.474	499.157	1010.573	2248.647	2195.756	908.285	459.487	492.764	201.5	513.075	2259.276	2221.387	669.86	2188.044	402.821	2244.156	2197.652	2186.527	2176.49	260.271	2286.962	457.427	2225.925	2214.242	2227.713	2257.901	2169.064	2201.667	604.042	439.905	
Six_mouse_models9268.py	934.039	2352.828	236.122	926.449	339.081	2216.388	927.094	499.737	260.08	304.212	2217.32	278.184	327.304	2412.823	2209.342	2240.237	2247.212	2324.089	2224.77	2232.653	326.49	2251.378	2249.262	2254.954	288.802	484.467	2223.078	341.808	2251.018	2192.369	347.881	2331.749	313.68	968.301	2239.014	376.524	2337.771	2228.201	2193.555	406.062	1019.768	2237.898	2261.358	2243.371	495.437	2209.716	0.0	268.236	316.124	364.734	2216.713	276.484	488.368	2224.902	579.46	468.213	2323.836	874.319	2254.428	441.338	2221.444	2337.986	353.274	357.247	2250.098	950.775	329.214	275.664	2239.489	300.725	492.427	2187.784	274.309	2239.529	475.765	273.765	2242.256	2232.799	2296.167	2237.65	2264.385	2255.837	492.969	2257.424	2242.356	386.695	375.82	2310.737	2265.647	336.436	2247.976	2230.767	412.87	2252.92	1029.955	599.864	2246.019	2239.971	2236.999	2256.703	2233.544	517.621	273.291	2230.976	2321.359	526.41	2241.425	391.386	430.426	2261.989	2258.285	1017.758	2246.31	2233.637	439.688	930.838	494.558	2224.306	470.697	819.036	2241.571	2282.198	554.742	2331.52	2205.1	425.007	420.306	2205.823	2233.863	1028.563	461.359	407.46	469.453	827.726	512.614	2256.342	400.949	2309.523	2237.746	434.193	415.057	627.106	472.11	2239.61	2293.804	391.905	2265.138	783.491	388.815	2274.62	2240.004	1040.364	597.821	343.617	2228.981	2187.904	416.963	458.18	634.174	2280.663	501.752	2228.59	419.458	2263.291	446.3	390.633	524.392	378.182	1011.425	524.728	2312.727	2269.251	2356.32	404.391	619.273	2331.654	2213.861	2231.351	2204.748	2279.846	595.763	435.737	2254.568	675.405	2237.72	833.396	445.403	441.335	860.701	2191.295	1009.06	2237.847	434.296	474.252	478.872	670.271	406.19	488.092	2210.655	2229.254	
Six_mouse_models23848.py	900.186	2358.814	358.03	884.66	370.179	2205.595	880.723	473.83	382.973	313.116	2200.865	302.435	343.694	2398.009	2199.511	2237.508	2242.434	2317.231	2204.846	2225.224	294.371	2252.9	2230.958	2252.099	340.308	490.245	2210.49	392.336	2225.619	2179.953	369.092	2335.798	351.716	911.96	2235.176	437.113	2339.105	2216.79	2184.315	513.559	956.408	2226.122	2247.324	2220.178	516.504	2183.902	268.236	0.0	447.322	406.641	2213.839	384.462	476.672	2210.002	595.419	521.699	2324.179	835.791	2227.793	509.08	2202.415	2336.579	393.166	354.823	2228.601	869.015	376.692	315.305	2212.141	385.653	505.316	2179.856	368.303	2243.857	544.756	282.75	2212.688	2221.726	2271.692	2219.947	2267.82	2251.784	476.642	2257.727	2214.197	423.113	441.971	2304.937	2269.609	406.917	2257.039	2201.922	498.306	2252.006	1016.117	590.986	2244.244	2228.634	2217.041	2250.98	2224.513	572.844	311.766	2223.386	2338.388	557.919	2238.965	340.783	493.399	2263.507	2247.999	996.958	2237.581	2226.885	518.037	869.707	537.627	2212.463	523.562	802.409	2228.789	2266.318	486.131	2347.446	2176.37	453.512	436.448	2203.65	2226.924	957.646	540.662	380.011	350.698	828.651	452.204	2256.517	438.275	2308.452	2215.287	521.14	509.75	624.145	492.972	2220.992	2282.961	542.957	2248.115	766.119	517.725	2264.952	2236.996	977.92	632.209	419.993	2220.721	2182.031	511.61	564.788	677.788	2287.028	464.371	2218.095	482.197	2267.546	541.613	350.395	558.713	392.48	988.074	491.655	2298.139	2260.897	2365.507	497.723	607.45	2332.863	2201.046	2219.345	2185.97	2270.643	653.744	529.948	2239.638	677.514	2227.892	812.826	515.663	498.235	828.493	2178.47	1004.168	2225.553	544.463	533.391	530.068	739.861	460.244	535.668	2204.576	2215.986	
Six_mouse_models19966.py	909.105	2321.907	350.79	930.472	459.32	2239.675	897.975	547.88	312.879	374.138	2223.603	356.756	398.577	2369.745	2228.195	2256.038	2266.019	2283.904	2223.658	2249.037	455.334	2256.634	2243.866	2264.242	323.441	469.747	2222.749	302.269	2254.644	2201.589	329.556	2298.809	309.546	892.786	2236.06	417.387	2292.325	2233.118	2200.218	429.302	970.556	2230.404	2272.287	2237.283	504.285	2213.992	316.124	447.322	0.0	293.997	2229.621	311.332	476.663	2237.156	527.947	477.971	2272.744	831.592	2251.07	462.429	2217.596	2285.96	355.252	358.333	2245.872	902.509	316.974	368.395	2246.155	242.733	451.333	2206.675	359.945	2261.539	418.932	339.627	2242.1	2241.889	2298.827	2235.644	2275.588	2263.963	426.639	2262.976	2233.626	333.569	320.058	2312.624	2283.288	300.821	2269.729	2240.927	496.95	2255.832	1016.494	565.434	2213.839	2245.849	2234.075	2280.042	2233.991	490.353	365.108	2228.295	2275.801	458.404	2240.831	452.18	524.298	2271.934	2258.934	944.986	2240.5	2230.556	490.352	870.777	427.519	2233.441	530.489	786.392	2243.641	2275.477	561.345	2294.661	2209.825	490.542	395.727	2207.834	2234.728	978.831	461.735	580.658	540.006	806.665	493.961	2265.625	466.948	2266.731	2243.259	391.893	432.409	569.736	482.204	2246.216	2293.546	354.906	2265.721	726.033	404.412	2273.685	2238.524	987.569	537.731	335.578	2226.131	2187.911	315.722	397.725	618.346	2298.325	445.413	2221.681	207.797	2266.804	412.824	390.521	543.663	333.876	972.211	493.59	2266.381	2284.193	2309.287	475.862	547.092	2291.359	2224.048	2250.318	2197.536	2287.648	577.859	384.729	2242.742	627.512	2233.883	788.022	403.29	414.496	836.592	2185.184	965.364	2231.802	368.521	475.854	464.815	624.359	323.427	478.734	2195.971	2225.859	
Six_mouse_models2110.py	930.554	2302.604	414.395	920.426	437.006	2212.581	890.002	478.232	421.763	288.257	2198.705	245.428	281.018	2339.692	2199.829	2234.949	2244.252	2264.815	2187.064	2231.931	385.088	2240.341	2218.226	2238.674	241.39	518.245	2182.549	171.026	2218.114	2175.02	127.7	2265.241	254.542	862.685	2206.905	381.728	2277.375	2198.643	2178.225	518.307	907.817	2202.46	2252.048	2193.008	534.967	2169.598	364.734	406.641	293.997	0.0	2204.339	321.247	489.768	2213.122	497.733	481.141	2236.084	831.578	2206.899	541.033	2183.567	2256.725	336.749	227.672	2211.184	866.944	222.42	264.801	2197.668	239.087	495.01	2178.556	374.62	2258.853	445.939	374.195	2196.118	2216.509	2258.318	2203.198	2268.566	2249.149	260.229	2244.797	2195.493	210.705	268.217	2289.613	2269.614	250.069	2273.655	2207.739	517.363	2239.069	1011.38	502.89	2193.493	2215.631	2187.37	2262.043	2206.712	419.629	452.981	2184.474	2261.353	448.366	2210.802	371.747	518.485	2256.699	2223.175	988.807	2202.755	2195.907	602.975	833.705	435.162	2194.015	570.709	782.279	2214.777	2245.153	501.42	2276.126	2174.5	530.738	251.254	2175.945	2206.016	955.644	520.594	468.45	404.715	881.489	276.856	2243.346	478.535	2246.423	2211.955	508.424	412.752	532.028	308.128	2216.026	2256.915	487.881	2237.463	755.249	468.679	2248.014	2212.529	925.547	532.627	291.593	2196.175	2156.128	197.081	421.843	625.415	2293.254	298.86	2181.228	225.654	2252.619	444.828	345.572	512.653	306.55	950.121	285.069	2241.046	2264.407	2278.467	535.883	478.074	2254.163	2196.049	2218.757	2161.858	2265.17	622.458	450.49	2208.902	555.685	2191.309	822.597	441.239	290.31	780.243	2143.783	1023.484	2200.105	468.885	431.402	494.703	634.637	255.62	444.698	2168.636	2188.045	
Six_mouse_models24016.py	2279.869	818.07	2212.418	2295.635	2230.021	377.34	2324.622	2240.748	2244.956	2191.651	352.977	2224.082	2197.914	904.624	287.249	336.668	419.961	983.553	397.49	363.59	2209.732	341.647	488.222	352.416	2197.314	2230.581	352.305	2208.016	534.666	286.669	2200.81	953.99	2178.735	2288.533	326.437	2231.59	806.929	354.515	299.545	2230.438	2279.932	479.218	541.486	569.879	2197.499	428.747	2216.713	2213.839	2229.621	2204.339	0.0	2251.225	2221.918	428.622	2190.464	2262.022	996.395	2273.667	514.452	2257.343	383.237	911.874	2238.515	2207.275	481.911	2252.065	2197.439	2226.972	407.928	2229.88	2213.031	248.819	2218.288	462.769	2258.307	2190.741	552.61	398.407	573.769	345.548	488.538	441.307	2179.114	415.635	562.62	2184.69	2182.472	573.06	447.526	2226.788	512.782	435.612	2231.115	409.719	2328.699	2192.178	810.916	423.072	422.615	317.108	440.682	2255.487	2230.25	426.937	869.769	2227.595	393.088	2158.437	2241.098	514.296	450.309	2297.568	363.244	382.823	2262.445	2328.123	2244.652	336.399	2247.704	2205.065	289.64	617.496	2208.336	984.243	429.19	2235.971	2188.119	297.414	333.169	2250.723	2240.973	2218.334	2196.371	2286.02	2189.109	436.906	2189.54	953.135	548.641	2255.086	2202.208	2158.236	2196.771	402.186	556.003	2259.199	611.298	2261.523	2220.119	456.921	459.96	2247.927	2219.186	2201.873	429.76	407.57	2225.213	2230.816	2268.594	506.279	2179.611	381.617	2220.779	443.401	2248.328	2184.267	2269.164	2159.579	2318.23	2191.276	906.226	473.388	986.323	2239.493	2208.334	971.747	423.627	418.815	426.562	497.118	2266.134	2248.359	637.215	2203.497	463.502	2244.009	2201.998	2206.365	2188.505	442.374	2283.493	515.018	2230.04	2238.038	2251.384	2263.577	2180.185	2228.825	559.365	480.669	
Six_mouse_models23833.py	911.396	2349.721	274.444	896.65	326.509	2225.323	887.209	435.592	302.524	345.853	2241.232	219.671	385.885	2395.354	2229.735	2246.376	2245.328	2306.87	2242.41	2249.158	323.477	2259.476	2272.562	2262.832	302.447	467.901	2245.037	275.228	2274.155	2220.508	330.515	2333.487	376.362	944.921	2260.038	316.377	2331.835	2250.173	2224.891	404.747	976.267	2264.233	2271.784	2259.497	505.202	2236.766	276.484	384.462	311.332	321.247	2251.225	0.0	491.893	2238.491	554.11	440.897	2305.605	862.065	2275.086	441.93	2248.597	2335.834	282.577	359.281	2276.585	932.26	320.263	239.471	2263.504	275.024	493.609	2218.276	302.39	2241.983	480.266	389.711	2262.503	2267.697	2306.531	2268.641	2275.997	2274.954	495.082	2276.366	2262.361	391.631	373.74	2319.807	2275.53	260.143	2253.568	2255.195	334.949	2263.1	991.557	574.309	2252.668	2275.85	2255.692	2270.87	2253.245	466.528	379.667	2247.767	2331.383	448.357	2258.752	472.178	401.833	2270.109	2281.724	1005.025	2266.342	2255.662	448.646	915.242	497.06	2250.227	503.674	798.88	2274.2	2305.801	552.326	2333.692	2233.126	477.405	391.766	2237.759	2253.425	1020.039	456.909	479.296	496.389	839.547	473.879	2259.045	467.379	2299.758	2264.442	433.826	424.355	637.124	443.752	2251.786	2312.865	272.715	2292.246	776.907	392.921	2300.348	2258.406	1002.523	537.486	327.398	2262.904	2218.024	318.117	430.394	596.103	2283.925	499.399	2253.588	385.168	2283.31	429.374	456.189	466.259	439.067	959.471	477.657	2296.35	2286.976	2350.872	476.755	585.082	2317.485	2249.434	2259.589	2235.55	2301.822	571.937	395.81	2280.156	618.259	2254.934	812.583	508.882	388.121	838.968	2216.552	1005.011	2254.055	445.075	418.492	447.035	611.786	425.065	480.263	2236.044	2263.849	
