	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models39397.py	2246.151	3498.308	3530.209	2228.568	2296.93	2263.055	3460.852	3433.066	3551.114	3551.396	2341.795	3453.212	3433.719	3558.126	3383.576	2326.984	3580.892	2311.535	3501.494	2364.687	3565.831	2324.131	2258.038	2130.331	2370.503	3564.95	2379.33	3569.962	3548.644	3568.043	2435.967	2394.36	2422.837	3679.539	3656.303	3672.704	2619.492	2631.191	382.222	448.688	2617.905	470.376	2589.971	399.409	472.074	549.797	2629.681	455.449	2571.125	367.671	475.583	2594.023	2616.214	468.073	0.0	456.796	623.017	485.889	580.891	2593.984	492.065	2650.203	553.43	2623.651	2635.605	513.489	537.862	2607.095	519.757	2558.027	391.045	670.65	2625.197	655.783	2610.968	469.056	487.311	483.681	2653.703	2611.468	2620.532	385.16	387.6	481.974	2591.688	548.79	2655.736	2622.137	2583.866	2551.807	2561.854	2624.299	511.216	491.77	555.448	2566.334	2676.589	2644.182	2646.566	610.748	441.439	2659.754	2591.864	455.727	2578.122	578.55	591.157	2637.251	510.557	2568.696	2626.42	2599.793	2657.426	469.567	2661.691	2624.248	480.091	2585.148	2598.786	2580.23	2599.547	2612.394	683.617	389.791	552.023	2649.801	683.722	361.391	2614.582	2537.391	447.543	2587.903	598.93	2566.804	2591.698	2588.83	2591.726	2632.838	485.519	493.846	579.215	364.736	2634.856	478.819	2627.049	517.604	618.315	637.692	2623.012	2584.597	450.892	2566.508	535.948	2676.713	674.885	415.565	627.549	542.246	515.497	2608.039	2552.3	439.325	486.001	630.876	530.943	2638.573	585.287	514.629	2583.725	2625.825	567.455	2606.125	322.069	2620.376	502.851	2619.338	2595.859	741.153	2668.861	399.108	2587.301	527.496	2627.185	703.597	2626.233	2644.02	2581.34	451.066	438.735	527.975	2646.397	499.643	2622.068	2599.446	501.13	2653.41	521.403	651.603	405.75	539.871	
SHH_INV_models19979.py	2240.146	3497.781	3517.863	2221.029	2279.219	2320.536	3450.769	3425.382	3547.276	3536.763	2338.535	3445.741	3424.899	3541.613	3381.996	2357.898	3571.129	2320.925	3472.952	2406.89	3535.483	2378.319	2261.964	2139.18	2387.096	3575.348	2413.557	3564.94	3557.199	3546.404	2495.524	2432.783	2433.319	3663.881	3619.631	3643.17	2659.713	2667.972	361.571	286.227	2634.558	291.58	2592.925	444.988	439.646	374.57	2622.868	328.458	2601.562	439.441	414.532	2597.005	2632.175	267.806	456.796	0.0	407.721	247.473	431.824	2614.645	358.418	2646.56	412.474	2637.829	2638.816	290.114	497.159	2600.525	385.561	2589.487	393.356	435.31	2620.477	452.46	2625.15	467.962	360.55	435.799	2659.514	2617.595	2614.993	415.196	514.996	409.02	2603.807	366.472	2662.375	2621.908	2583.797	2577.384	2587.046	2629.943	365.746	452.952	431.921	2589.388	2675.651	2649.38	2656.237	432.513	464.871	2649.008	2614.103	438.269	2602.825	445.823	646.134	2636.513	324.839	2596.893	2635.669	2603.453	2666.293	334.037	2665.538	2613.404	519.869	2594.864	2601.373	2608.487	2593.562	2632.57	553.757	484.011	396.308	2638.191	470.794	463.504	2605.37	2567.48	435.627	2598.322	506.493	2566.169	2602.039	2590.762	2620.533	2634.985	481.647	389.906	419.317	463.951	2646.74	372.726	2638.198	427.739	435.397	468.439	2620.849	2610.0	289.242	2584.185	371.142	2696.903	516.161	438.616	633.81	451.25	531.049	2626.915	2595.495	403.223	343.888	450.922	423.529	2629.019	493.896	383.719	2584.122	2633.769	405.696	2616.045	421.945	2627.4	408.227	2620.862	2594.428	536.214	2679.262	468.683	2597.485	423.281	2654.703	473.427	2628.864	2644.967	2574.586	457.752	377.36	361.901	2638.667	366.566	2639.279	2625.21	468.759	2640.005	415.4	661.874	519.781	427.121	
SHH_INV_models18336.py	2165.408	3536.638	3552.217	2170.491	2164.805	2286.787	3468.572	3453.347	3597.987	3565.543	2240.969	3471.919	3453.32	3565.002	3420.381	2302.188	3616.822	2227.809	3510.938	2368.914	3579.556	2278.213	2203.776	2083.466	2303.703	3623.915	2351.054	3595.807	3596.53	3593.49	2465.129	2370.552	2353.553	3726.126	3671.898	3696.114	2588.331	2583.1	583.702	442.222	2686.587	393.244	2656.899	492.524	565.478	359.655	2677.938	487.229	2650.253	557.107	436.17	2660.495	2689.716	468.058	623.017	407.721	0.0	369.853	545.6	2671.741	494.726	2690.262	446.424	2696.341	2693.384	467.441	438.432	2657.88	353.332	2659.749	508.899	304.896	2664.918	475.496	2675.361	697.35	473.436	454.956	2724.306	2675.821	2687.61	506.747	641.867	600.979	2675.218	459.349	2713.808	2691.275	2654.805	2639.019	2629.566	2688.355	470.646	522.305	385.067	2654.713	2727.988	2690.9	2709.601	382.95	604.944	2699.579	2669.836	603.954	2659.606	494.981	663.659	2682.496	497.899	2643.465	2700.766	2663.597	2713.652	513.928	2723.188	2679.879	651.014	2652.67	2658.929	2663.765	2649.016	2680.094	353.121	607.34	572.143	2700.654	435.535	635.406	2662.589	2627.764	603.863	2648.37	516.608	2622.753	2666.173	2653.864	2685.772	2681.875	662.491	568.237	431.728	595.344	2719.858	564.399	2694.323	629.907	391.984	478.041	2682.405	2680.909	495.413	2636.886	412.773	2754.696	420.011	639.957	839.539	586.957	631.035	2679.883	2650.507	547.645	536.116	343.853	552.964	2692.822	721.981	566.143	2634.216	2679.698	522.015	2678.149	590.469	2686.714	589.001	2666.226	2658.362	382.717	2750.21	653.731	2656.455	606.353	2719.993	429.027	2683.422	2682.312	2633.375	616.248	603.908	557.622	2677.672	608.234	2695.415	2672.26	607.284	2693.48	592.981	850.74	652.342	434.205	
SHH_INV_models44002.py	2240.569	3509.047	3532.892	2224.229	2265.645	2332.494	3460.681	3433.429	3559.934	3553.8	2326.375	3452.399	3429.93	3553.639	3390.675	2366.863	3584.002	2309.22	3479.063	2412.657	3548.58	2355.141	2252.246	2140.783	2380.482	3589.058	2414.0	3581.664	3567.988	3557.49	2504.925	2439.629	2424.315	3677.876	3639.442	3662.639	2662.746	2660.06	407.949	322.772	2650.176	299.827	2601.359	446.947	494.49	415.316	2638.187	354.911	2618.877	471.167	423.274	2604.205	2641.947	313.602	485.889	247.473	369.853	0.0	466.535	2630.141	371.721	2656.132	330.968	2652.767	2656.169	298.046	494.961	2610.553	343.291	2597.948	373.623	408.675	2631.686	448.732	2639.515	553.429	395.943	417.012	2672.476	2639.785	2632.882	385.214	509.357	457.971	2623.471	439.041	2682.98	2640.4	2600.645	2582.982	2595.984	2639.718	331.189	460.304	406.369	2601.238	2685.552	2669.365	2660.906	429.29	489.57	2667.321	2625.294	496.847	2612.718	459.792	667.73	2640.796	378.167	2609.871	2642.686	2611.785	2679.262	405.936	2673.114	2629.173	555.823	2613.953	2616.608	2615.14	2608.184	2645.978	495.554	513.694	494.49	2653.91	440.099	504.957	2616.851	2570.757	474.557	2602.792	512.682	2582.876	2606.888	2612.163	2631.922	2638.377	504.824	442.47	369.373	468.85	2659.98	427.218	2650.763	488.61	420.56	438.623	2629.62	2622.036	374.892	2591.684	351.571	2712.926	473.169	518.294	698.721	508.356	565.29	2635.83	2601.143	430.999	419.463	421.699	464.676	2643.158	606.403	406.388	2590.988	2639.009	448.025	2625.296	445.272	2641.426	399.073	2633.188	2609.626	504.368	2689.303	501.345	2611.446	508.65	2667.937	426.499	2640.041	2644.402	2581.273	455.249	453.377	397.993	2648.011	478.678	2652.714	2632.972	514.756	2650.112	455.234	739.682	550.44	403.5	
SHH_INV_models4565.py	2226.082	3517.547	3537.801	2179.628	2265.776	2313.631	3493.914	3458.885	3563.454	3549.553	2329.409	3473.074	3462.882	3563.366	3412.059	2372.998	3591.948	2317.8	3515.029	2443.841	3566.173	2365.111	2222.393	2113.743	2386.881	3585.464	2440.69	3568.959	3567.425	3571.333	2520.495	2465.488	2414.592	3698.13	3637.295	3657.412	2690.294	2721.826	429.657	474.693	2689.255	459.739	2656.723	413.668	583.878	395.675	2690.167	417.028	2671.752	564.018	614.066	2683.962	2701.481	483.022	580.891	431.824	545.6	466.535	0.0	2696.641	514.677	2720.754	564.364	2687.275	2693.379	425.761	537.083	2664.326	392.314	2659.023	485.021	546.648	2703.2	459.239	2686.924	573.141	515.028	613.47	2717.09	2694.534	2672.799	564.736	489.1	491.879	2653.95	468.471	2713.861	2680.254	2664.31	2642.955	2657.723	2702.142	603.253	518.416	558.855	2661.571	2755.189	2714.184	2719.506	441.601	600.035	2706.972	2690.103	540.597	2673.711	607.605	708.16	2702.758	604.044	2671.499	2695.836	2670.252	2737.068	412.338	2742.684	2677.689	661.938	2675.585	2679.336	2690.467	2651.261	2700.394	555.752	499.065	632.786	2719.468	412.607	695.713	2684.419	2637.672	442.671	2688.295	563.846	2619.772	2661.279	2658.751	2686.632	2713.055	549.555	431.283	616.532	567.232	2726.781	472.704	2692.193	450.567	548.483	467.29	2710.354	2673.379	452.474	2655.994	508.665	2769.795	589.348	653.902	749.946	619.468	568.113	2701.717	2653.167	585.043	503.512	553.048	525.538	2695.631	595.075	533.927	2641.696	2696.558	552.153	2695.138	613.274	2672.745	554.136	2694.427	2659.845	578.251	2761.367	566.578	2656.873	565.292	2712.999	453.824	2691.406	2716.453	2646.681	630.168	474.435	528.116	2709.603	516.599	2699.445	2694.891	647.571	2698.471	511.189	725.691	649.376	617.155	
SHH_INV_models33503.py	3462.482	2297.889	2290.167	3455.637	3480.277	3477.579	2218.867	2218.157	2323.882	2321.748	3525.601	2300.136	2221.007	2317.909	2152.722	3542.627	2345.364	3555.061	2328.432	3535.714	2408.737	3536.21	3446.523	3391.027	3520.752	2365.978	3586.929	2405.336	2369.656	2374.991	3613.689	3565.389	3487.932	2515.219	2550.295	2516.986	3725.958	3771.046	2644.299	2629.76	568.282	2652.881	505.712	2662.151	2619.129	2679.337	479.345	2639.344	412.733	2586.944	2647.623	445.312	537.257	2636.411	2593.984	2614.645	2671.741	2630.141	2696.641	0.0	2612.351	526.973	2651.3	618.586	538.2	2647.601	2647.692	483.715	2690.429	442.958	2631.266	2694.521	437.52	2700.323	480.781	2619.9	2630.287	2602.307	628.306	470.222	547.708	2619.181	2645.221	2630.979	550.811	2676.058	657.706	560.844	442.1	464.238	349.34	471.139	2611.626	2607.572	2620.906	446.797	562.695	612.83	611.255	2696.502	2626.186	535.431	320.365	2637.14	343.128	2647.573	2687.278	525.855	2595.97	435.616	580.23	532.335	567.968	2645.007	662.889	458.355	2602.031	437.331	436.968	404.206	483.394	342.225	2697.409	2592.09	2586.142	450.533	2678.943	2587.433	435.093	449.272	2637.967	466.051	2626.86	608.81	590.458	473.023	385.402	500.48	2617.95	2663.354	2638.569	2612.26	515.599	2629.129	690.19	2605.679	2670.996	2680.565	437.844	393.812	2612.907	414.492	2625.74	423.739	2686.805	2574.901	2652.258	2642.459	2659.852	410.789	497.743	2618.097	2599.37	2670.086	2629.545	517.389	2616.73	2646.862	590.563	580.75	2631.329	472.977	2583.215	613.962	2619.808	548.998	436.433	2700.51	598.04	2630.429	385.948	2615.627	416.353	2664.47	491.916	525.483	473.392	2602.826	2597.675	2620.735	505.81	2609.441	419.966	371.563	2617.461	570.63	2658.738	2628.559	2569.53	2594.612	
SHH_INV_models43247.py	2201.463	3511.382	3535.039	2185.885	2244.389	2272.16	3470.453	3443.829	3565.171	3550.771	2277.474	3469.673	3440.718	3558.316	3404.582	2296.04	3591.392	2264.335	3507.408	2340.291	3581.522	2308.145	2221.449	2112.711	2325.714	3591.558	2343.0	3587.122	3572.572	3582.632	2423.027	2370.706	2398.05	3703.392	3677.042	3689.558	2563.341	2595.075	390.138	389.289	2643.061	403.103	2599.666	491.269	365.741	435.738	2611.629	397.085	2603.139	453.835	417.402	2602.007	2633.645	335.921	492.065	358.418	494.726	371.721	514.677	2612.351	0.0	2651.211	393.03	2627.893	2639.913	458.106	502.935	2605.477	470.415	2585.366	497.33	506.794	2638.065	438.947	2613.737	512.016	378.106	388.238	2656.87	2609.72	2620.757	458.275	470.358	407.793	2610.101	408.359	2650.77	2625.563	2596.041	2582.557	2591.407	2625.583	361.231	515.33	385.682	2582.385	2674.563	2644.175	2650.146	501.857	381.621	2658.06	2612.402	482.861	2591.929	481.904	622.778	2629.443	337.724	2609.622	2634.457	2620.147	2649.263	425.659	2658.933	2619.255	460.293	2590.29	2607.184	2602.869	2586.81	2637.397	544.324	469.628	462.177	2649.455	611.689	477.242	2613.484	2563.784	463.633	2596.856	572.831	2585.983	2595.69	2582.356	2614.701	2646.508	532.402	407.765	319.26	485.788	2648.882	407.279	2644.069	410.936	556.96	458.511	2623.191	2601.663	412.985	2581.301	395.171	2696.635	474.365	413.285	653.132	437.959	449.961	2618.46	2590.353	518.327	356.163	446.08	442.223	2642.174	509.794	394.767	2595.035	2640.538	401.488	2628.544	449.008	2634.834	316.075	2638.003	2593.143	526.299	2676.216	531.641	2597.886	495.699	2647.919	478.199	2623.841	2645.431	2578.348	426.595	413.062	383.519	2635.866	429.042	2625.166	2616.909	518.813	2646.805	399.987	605.905	487.028	403.595	
SHH_INV_models27753.py	3475.565	2232.629	2217.735	3476.814	3500.574	3504.586	2161.437	2150.323	2260.839	2239.262	3552.988	2237.898	2185.503	2232.555	2137.217	3590.655	2270.623	3569.703	2376.303	3589.623	2428.874	3558.334	3446.948	3410.365	3546.459	2323.781	3623.004	2311.512	2292.032	2356.727	3661.746	3602.761	3502.783	2545.619	2561.117	2510.334	3786.659	3800.36	2677.881	2672.744	551.613	2673.73	542.562	2706.256	2672.758	2699.562	393.797	2662.768	530.623	2650.706	2697.479	448.199	488.288	2677.529	2650.203	2646.56	2690.262	2656.132	2720.754	526.973	2651.211	0.0	2673.217	492.487	362.946	2682.029	2676.602	488.78	2695.681	630.794	2670.422	2721.405	447.615	2709.628	430.46	2671.25	2665.745	2640.299	498.091	487.301	466.896	2655.374	2689.48	2663.848	547.731	2701.619	479.581	475.487	506.388	523.568	560.666	473.767	2626.058	2671.577	2652.211	503.038	340.859	456.044	379.303	2701.39	2677.032	463.914	548.024	2681.264	563.401	2689.466	2729.341	398.559	2641.269	692.186	503.923	603.563	353.426	2685.03	384.33	538.032	2675.215	420.397	476.212	471.75	483.814	442.688	2708.676	2646.136	2635.006	493.26	2708.26	2648.677	443.601	539.876	2679.105	372.253	2697.847	618.762	420.627	469.79	603.079	439.752	2667.07	2691.34	2671.304	2659.795	434.942	2665.203	476.836	2653.824	2703.133	2695.704	396.746	595.115	2647.157	510.382	2643.674	524.625	2706.897	2637.957	2711.589	2676.971	2702.731	531.836	633.001	2671.853	2630.43	2671.859	2668.802	498.447	2674.255	2684.796	507.428	468.795	2658.518	681.921	2624.773	581.959	2663.145	381.589	555.222	2719.806	352.302	2696.523	530.795	2656.99	558.022	2688.114	569.952	301.353	538.063	2652.65	2638.419	2645.467	446.536	2652.631	587.456	567.76	2693.715	469.663	2695.23	2705.527	2632.726	2637.007	
SHH_INV_models407.py	2164.838	3511.28	3534.268	2163.281	2201.245	2270.889	3472.308	3438.407	3563.94	3553.232	2248.274	3468.148	3447.807	3552.349	3418.875	2295.384	3585.117	2237.714	3526.171	2337.67	3595.771	2282.361	2177.205	2085.675	2296.814	3595.805	2328.87	3586.76	3563.611	3583.496	2441.658	2378.702	2345.723	3721.686	3685.755	3704.009	2582.065	2603.163	440.19	449.765	2681.182	390.233	2627.475	526.394	500.985	480.7	2646.126	378.864	2638.211	496.206	478.61	2629.026	2664.918	381.489	553.43	412.474	446.424	330.968	564.364	2651.3	393.03	2673.217	0.0	2658.404	2669.833	492.591	458.166	2638.429	427.592	2613.076	481.38	356.054	2659.752	391.141	2650.236	593.269	396.204	472.548	2672.781	2650.185	2647.73	507.433	525.788	420.058	2648.051	398.935	2679.954	2660.869	2630.265	2607.859	2623.932	2648.859	295.631	529.011	361.592	2622.792	2686.707	2678.803	2667.009	424.6	501.958	2680.203	2648.162	538.379	2632.154	469.568	644.962	2640.069	347.035	2649.711	2659.522	2642.262	2673.883	421.878	2670.681	2649.495	574.04	2631.769	2645.221	2633.756	2622.334	2666.765	517.916	514.876	524.553	2684.79	549.761	511.914	2640.31	2594.672	508.186	2626.883	550.232	2630.681	2619.435	2635.825	2651.194	2657.572	531.999	444.625	389.733	513.251	2668.976	494.773	2662.148	536.177	548.948	374.794	2650.344	2637.809	439.037	2612.469	273.013	2715.11	327.36	505.117	661.838	427.223	533.948	2645.171	2626.538	495.568	486.097	366.771	357.049	2673.552	561.321	421.177	2628.347	2646.268	330.077	2661.339	477.363	2666.128	371.538	2662.384	2642.358	433.852	2694.957	536.53	2633.861	504.919	2673.786	425.273	2662.086	2656.668	2611.817	440.249	482.956	324.298	2672.478	558.714	2661.421	2644.524	546.179	2661.5	544.631	711.3	551.555	446.115	
SHH_INV_models31807.py	3471.536	2211.957	2219.658	3463.37	3508.126	3480.032	2209.326	2166.1	2260.816	2248.997	3545.127	2256.509	2222.556	2247.552	2142.967	3564.99	2283.103	3572.146	2401.184	3572.051	2445.602	3543.384	3430.305	3388.613	3538.807	2309.867	3614.033	2305.216	2285.406	2369.269	3644.748	3609.942	3499.412	2550.454	2555.248	2510.24	3762.514	3803.733	2634.207	2656.601	471.209	2662.104	481.843	2685.636	2644.588	2693.54	393.785	2636.612	524.734	2623.07	2686.388	558.515	454.992	2653.049	2623.651	2637.829	2696.341	2652.767	2687.275	618.586	2627.893	492.487	2658.404	0.0	310.961	2666.656	2665.483	492.811	2687.515	595.351	2657.791	2714.956	569.484	2698.569	335.343	2632.496	2653.943	2621.399	391.112	457.557	473.284	2654.408	2640.935	2632.317	403.296	2686.114	327.999	453.29	597.732	610.197	623.396	445.827	2628.948	2655.181	2639.197	567.012	501.15	367.586	484.995	2690.902	2632.839	522.733	619.859	2664.807	594.994	2680.443	2692.662	416.341	2626.081	714.286	462.24	517.241	433.279	2645.454	470.697	546.39	2645.906	469.738	539.247	631.402	473.882	589.78	2692.897	2602.584	2633.029	619.554	2697.86	2628.511	565.436	540.186	2644.252	601.843	2681.933	610.431	427.25	523.617	552.173	492.298	2617.349	2656.316	2670.726	2642.22	459.694	2638.541	388.953	2600.774	2693.39	2667.209	584.638	610.81	2623.911	524.992	2630.636	568.619	2699.975	2617.737	2665.754	2660.428	2665.432	564.74	538.314	2656.226	2615.196	2666.198	2639.319	592.117	2630.463	2648.312	538.342	564.642	2636.414	751.941	2618.638	410.931	2631.49	488.495	537.522	2712.868	474.749	2668.486	587.318	2635.117	508.069	2671.316	516.79	508.469	610.357	2640.676	2596.159	2623.426	591.404	2625.933	553.086	566.545	2679.477	520.757	2665.382	2652.757	2600.456	2637.598	
SHH_INV_models2428.py	3473.252	2185.088	2178.937	3462.405	3500.576	3493.117	2152.114	2134.132	2214.009	2202.395	3548.934	2210.873	2183.67	2205.859	2107.111	3576.394	2235.811	3579.415	2348.615	3582.155	2385.225	3556.304	3438.879	3394.055	3546.758	2263.452	3622.615	2259.753	2260.03	2307.772	3654.741	3608.749	3497.177	2488.313	2488.542	2443.142	3777.154	3817.68	2653.825	2660.16	404.157	2670.271	443.307	2689.921	2655.84	2693.412	351.542	2648.348	469.171	2631.602	2693.924	519.916	441.013	2663.335	2635.605	2638.816	2693.384	2656.169	2693.379	538.2	2639.913	362.946	2669.833	310.961	0.0	2672.142	2672.486	420.39	2692.927	596.402	2663.309	2716.273	470.351	2707.256	350.205	2646.069	2660.007	2634.764	395.957	437.645	354.568	2656.732	2663.68	2649.155	346.947	2691.711	311.19	375.795	513.581	543.199	560.737	407.941	2635.51	2654.111	2647.571	546.321	433.9	341.589	419.705	2697.425	2654.26	392.191	556.222	2670.269	535.082	2685.827	2715.098	396.524	2632.554	642.013	436.967	467.832	379.086	2657.371	474.653	444.33	2661.359	421.208	445.482	527.826	415.275	435.958	2701.724	2617.834	2628.162	487.546	2692.704	2640.083	439.378	550.241	2653.67	542.441	2680.15	530.655	456.542	459.648	536.437	410.545	2636.1	2666.974	2673.059	2650.277	405.509	2644.149	347.291	2614.351	2693.854	2680.383	488.502	548.452	2631.33	484.159	2639.212	479.492	2708.899	2624.082	2683.955	2666.731	2688.202	526.428	542.443	2657.402	2624.035	2675.166	2645.26	475.73	2643.329	2662.946	445.04	511.798	2647.408	659.725	2624.782	344.478	2648.161	397.567	487.041	2720.567	424.017	2678.766	486.504	2645.934	445.231	2678.782	467.291	411.633	531.936	2652.806	2608.825	2632.707	446.637	2630.272	517.369	533.422	2679.878	407.442	2682.773	2667.564	2617.728	2635.455	
SHH_INV_models42632.py	2277.031	3515.932	3540.757	2252.245	2315.165	2331.474	3473.298	3439.986	3570.408	3562.423	2373.772	3466.418	3445.764	3567.862	3392.722	2376.293	3600.935	2348.603	3477.799	2432.703	3541.143	2398.467	2291.289	2145.457	2404.697	3601.662	2431.003	3580.676	3574.243	3560.435	2512.185	2452.545	2474.897	3666.399	3619.291	3654.914	2671.951	2672.203	364.144	314.485	2653.56	325.098	2610.633	465.675	457.433	457.433	2654.236	373.393	2625.123	454.69	437.17	2628.296	2661.255	314.064	513.489	290.114	467.441	298.046	425.761	2647.601	458.106	2682.029	492.591	2666.656	2672.142	0.0	550.879	2627.346	407.381	2612.933	372.285	537.897	2648.069	530.267	2655.696	456.416	403.432	498.15	2685.801	2651.409	2644.029	449.637	489.101	430.43	2623.8	467.174	2697.259	2644.373	2613.128	2605.104	2609.774	2660.937	459.025	487.157	486.956	2619.194	2717.733	2679.094	2694.255	465.133	459.454	2673.104	2644.964	473.936	2634.527	427.119	674.634	2672.094	464.232	2613.834	2662.084	2620.917	2704.41	400.234	2702.076	2647.011	551.551	2627.761	2634.72	2647.821	2621.682	2665.775	552.373	500.393	478.519	2667.316	477.034	529.337	2635.543	2591.133	476.279	2628.985	521.803	2580.719	2628.822	2623.886	2653.657	2665.643	457.597	411.586	485.846	446.754	2685.366	403.603	2665.933	448.74	390.27	560.973	2660.64	2645.384	334.873	2616.426	426.788	2735.551	610.399	550.463	657.142	529.883	578.259	2663.018	2613.181	446.209	360.369	561.71	467.785	2656.481	568.628	392.653	2600.452	2668.798	511.104	2642.59	483.297	2644.62	453.494	2645.93	2621.975	587.64	2719.8	450.051	2627.338	444.946	2693.543	531.011	2659.063	2681.203	2602.45	531.774	420.021	452.723	2671.99	389.154	2674.768	2654.848	516.525	2668.896	371.347	726.329	524.85	516.712	
