	Six_zebra_models19141.py	Six_zebra_models30685.py	Six_zebra_models31521.py	Six_zebra_models5357.py	Six_zebra_models21964.py	Six_zebra_models33077.py	Six_zebra_models13971.py	Six_zebra_models31450.py	Six_zebra_models30077.py	Six_zebra_models40097.py	Six_zebra_models6232.py	Six_zebra_models11675.py	Six_zebra_models9809.py	Six_zebra_models16815.py	Six_zebra_models31407.py	Six_zebra_models31012.py	Six_zebra_models23934.py	Six_zebra_models32367.py	Six_zebra_models29975.py	Six_zebra_models41766.py	Six_zebra_models45108.py	Six_zebra_models10562.py	Six_zebra_models40274.py	Six_zebra_models20989.py	Six_zebra_models48603.py	Six_zebra_models18520.py	Six_zebra_models28610.py	Six_zebra_models6742.py	Six_zebra_models6845.py	Six_zebra_models44976.py	Six_zebra_models26549.py	Six_zebra_models15390.py	Six_zebra_models41230.py	Six_zebra_models13986.py	Six_zebra_models9343.py	Six_zebra_models32843.py	Six_zebra_models17723.py	Six_zebra_models48110.py	Six_zebra_models7301.py	Six_zebra_models8148.py	Six_zebra_models45514.py	Six_zebra_models6070.py	Six_zebra_models18265.py	Six_zebra_models3208.py	Six_zebra_models31570.py	Six_zebra_models26789.py	Six_zebra_models11849.py	Six_zebra_models26054.py	Six_zebra_models24118.py	Six_zebra_models8646.py	Six_zebra_models42748.py	Six_zebra_models19011.py	Six_zebra_models49458.py	Six_zebra_models47696.py	Six_zebra_models26526.py	Six_zebra_models48658.py	Six_zebra_models24181.py	Six_zebra_models39759.py	Six_zebra_models5087.py	Six_zebra_models8371.py	Six_zebra_models35233.py	Six_zebra_models6913.py	Six_zebra_models38315.py	Six_zebra_models40040.py	Six_zebra_models13643.py	Six_zebra_models43329.py	Six_zebra_models17323.py	Six_zebra_models48117.py	Six_zebra_models27030.py	Six_zebra_models7326.py	Six_zebra_models29145.py	Six_zebra_models6022.py	Six_zebra_models12459.py	Six_zebra_models30406.py	Six_zebra_models23632.py	Six_zebra_models47209.py	Six_zebra_models33241.py	Six_zebra_models49742.py	Six_zebra_models7675.py	Six_zebra_models33593.py	Six_zebra_models31239.py	Six_zebra_models41213.py	Six_zebra_models32405.py	Six_zebra_models19570.py	Six_zebra_models31567.py	Six_zebra_models32794.py	Six_zebra_models38753.py	Six_zebra_models70.py	Six_zebra_models39147.py	Six_zebra_models14045.py	Six_zebra_models40466.py	Six_zebra_models44165.py	Six_zebra_models44419.py	Six_zebra_models42684.py	Six_zebra_models47909.py	Six_zebra_models42582.py	Six_zebra_models7070.py	Six_zebra_models42418.py	Six_zebra_models30110.py	Six_zebra_models36599.py	Six_zebra_models41366.py	Six_zebra_models22688.py	Six_zebra_models8758.py	Six_zebra_models33742.py	Six_zebra_models13458.py	Six_zebra_models44763.py	Six_zebra_models44.py	Six_zebra_models39827.py	Six_zebra_models24276.py	Six_zebra_models34481.py	Six_zebra_models37407.py	Six_zebra_models48782.py	Six_zebra_models1567.py	Six_zebra_models35444.py	Six_zebra_models27943.py	Six_zebra_models688.py	Six_zebra_models49070.py	Six_zebra_models32355.py	Six_zebra_models17665.py	Six_zebra_models44006.py	Six_zebra_models45283.py	Six_zebra_models7937.py	Six_zebra_models46895.py	Six_zebra_models8788.py	Six_zebra_models34065.py	Six_zebra_models7436.py	Six_zebra_models16607.py	Six_zebra_models24449.py	Six_zebra_models44732.py	Six_zebra_models49145.py	Six_zebra_models43232.py	Six_zebra_models43305.py	Six_zebra_models27294.py	Six_zebra_models41696.py	Six_zebra_models19050.py	Six_zebra_models48514.py	Six_zebra_models12356.py	Six_zebra_models28341.py	Six_zebra_models39576.py	Six_zebra_models44714.py	Six_zebra_models814.py	Six_zebra_models11123.py	Six_zebra_models46800.py	Six_zebra_models44457.py	Six_zebra_models43140.py	Six_zebra_models23020.py	Six_zebra_models39091.py	Six_zebra_models36304.py	Six_zebra_models20028.py	Six_zebra_models49576.py	Six_zebra_models44432.py	Six_zebra_models10386.py	Six_zebra_models13485.py	Six_zebra_models28596.py	Six_zebra_models40470.py	Six_zebra_models45725.py	Six_zebra_models29901.py	Six_zebra_models46815.py	Six_zebra_models1011.py	Six_zebra_models30383.py	Six_zebra_models11801.py	Six_zebra_models25374.py	Six_zebra_models49388.py	Six_zebra_models30473.py	Six_zebra_models41232.py	Six_zebra_models30001.py	Six_zebra_models9215.py	Six_zebra_models26211.py	Six_zebra_models2299.py	Six_zebra_models17787.py	Six_zebra_models48389.py	Six_zebra_models19111.py	Six_zebra_models557.py	Six_zebra_models41516.py	Six_zebra_models19885.py	Six_zebra_models16368.py	Six_zebra_models43332.py	Six_zebra_models17743.py	Six_zebra_models20594.py	Six_zebra_models16120.py	Six_zebra_models21838.py	Six_zebra_models45198.py	Six_zebra_models9786.py	Six_zebra_models23434.py	Six_zebra_models23904.py	Six_zebra_models5319.py	Six_zebra_models19053.py	Six_zebra_models10463.py	Six_zebra_models15851.py	Six_zebra_models36984.py	Six_zebra_models861.py	Six_zebra_models23773.py	Six_zebra_models44090.py	Six_zebra_models10552.py	Six_zebra_models49499.py	Six_zebra_models13808.py	Six_zebra_models45324.py	Six_zebra_models48085.py	Six_zebra_models42190.py	Six_zebra_models23114.py	
Six_zebra_models49458.py	2688.354	4071.835	4101.491	2753.536	4098.891	4169.808	2779.191	2852.072	4035.114	2815.106	4701.135	3969.567	1015.746	4696.653	4036.39	865.59	665.338	4745.014	811.713	4585.785	953.752	456.397	677.633	4724.568	4685.18	441.05	4656.373	940.65	417.35	4771.977	4746.974	4827.302	4772.932	4664.006	659.946	968.407	4818.841	271.326	358.363	505.12	4772.509	449.108	2956.951	4786.736	4738.28	4823.353	611.797	202.916	918.13	983.989	4695.054	4860.896	0.0	613.459	4412.958	735.106	4774.997	4909.363	4859.958	4836.815	688.329	958.767	4529.66	4857.925	976.678	1045.091	918.52	4772.75	786.182	247.872	4846.062	4840.199	4897.861	4688.702	4867.891	721.255	956.126	454.488	4653.593	4704.161	4646.682	4792.851	4775.944	4622.219	979.401	4836.515	4721.574	4485.531	4831.651	491.381	4618.44	892.219	4760.634	4714.393	561.275	4733.792	861.09	4619.341	4856.82	239.573	4661.411	676.487	4833.485	840.383	4809.641	4835.307	913.546	4874.398	4550.461	485.1	543.488	4889.832	4657.183	335.095	308.548	4909.911	4756.799	1023.984	4829.23	4626.765	4677.43	4844.746	987.725	4705.281	941.059	4745.092	1092.31	497.363	4837.657	643.198	392.939	4670.126	4673.975	435.658	1078.363	4852.364	4899.583	4608.066	1046.103	792.14	4759.909	412.152	4883.548	675.114	1035.818	776.57	4910.164	965.115	517.729	4760.246	4845.907	4686.444	4535.441	4882.99	4793.133	4530.664	764.589	4738.833	4765.458	4630.746	4732.525	4799.689	4744.252	976.148	647.918	4708.459	4786.657	1101.227	937.363	979.7	833.307	681.897	428.304	232.9	392.207	401.169	4855.66	4772.736	457.577	4810.026	874.244	4640.388	4802.343	4847.426	4900.983	4871.543	548.368	971.25	4657.736	782.115	4736.654	4662.216	4754.928	4896.349	866.222	949.661	4868.823	912.179	4900.946	379.24	
Six_zebra_models47696.py	2625.689	3965.53	4004.588	2664.694	4004.297	4066.775	2715.643	2757.055	3938.491	2717.393	4611.193	3877.322	774.711	4565.468	3931.173	668.172	426.636	4624.689	555.206	4475.537	864.807	310.15	477.213	4656.656	4545.421	338.577	4599.473	725.026	532.598	4699.513	4639.354	4700.697	4680.753	4518.947	726.196	770.146	4735.655	581.154	611.267	508.81	4671.93	530.618	2848.529	4718.32	4611.45	4697.253	606.248	575.791	662.393	810.592	4557.405	4784.794	613.459	0.0	4259.843	370.225	4697.984	4803.561	4752.741	4741.367	624.184	759.144	4397.655	4777.767	776.674	758.503	589.611	4668.373	813.948	540.009	4755.408	4755.836	4792.358	4544.602	4786.825	495.314	799.715	478.535	4556.411	4572.373	4516.073	4678.609	4698.175	4546.411	837.94	4732.608	4593.984	4385.645	4735.157	479.118	4493.609	883.504	4622.999	4585.066	379.514	4589.679	790.705	4499.243	4796.347	655.706	4517.851	330.66	4765.834	865.045	4704.59	4719.691	883.59	4802.989	4427.989	808.478	416.976	4815.738	4537.989	583.43	533.408	4821.821	4617.563	817.662	4727.344	4541.151	4601.364	4724.595	785.161	4570.69	734.962	4601.015	854.379	585.758	4733.377	439.267	537.559	4555.127	4584.77	752.65	928.554	4732.213	4775.606	4461.044	867.468	820.859	4668.82	521.446	4811.846	912.656	787.972	611.115	4811.042	901.899	837.415	4613.287	4760.271	4561.833	4440.894	4768.341	4688.992	4412.76	760.365	4592.457	4665.845	4487.758	4601.609	4736.162	4602.109	892.487	775.807	4575.447	4666.578	885.454	892.133	861.297	734.622	592.549	750.279	619.378	755.522	593.73	4733.833	4663.825	580.31	4687.602	901.49	4504.593	4712.142	4738.187	4814.259	4774.449	883.665	820.709	4559.503	603.133	4681.166	4539.282	4640.373	4809.114	836.907	761.597	4770.821	908.027	4798.455	621.026	
Six_zebra_models26526.py	3991.974	2236.791	2194.911	3918.647	2253.402	2294.934	4056.093	3890.674	2322.84	3848.953	980.844	2336.416	4050.106	728.676	2454.831	4104.034	4251.337	756.076	4156.138	725.042	4136.179	4280.4	4272.108	1059.188	605.503	4340.377	1105.501	4006.925	4375.397	1106.526	957.926	871.12	1086.763	679.563	4171.419	4035.879	1147.121	4433.838	4342.161	4324.18	998.114	4272.123	3830.82	1137.73	804.675	904.692	4279.271	4374.165	4163.95	4082.422	745.593	1215.261	4412.958	4259.843	0.0	4193.86	1119.009	1098.807	1015.359	1105.251	4231.323	4080.434	659.186	1155.874	4117.901	4023.698	4137.085	964.509	4202.111	4333.761	1124.754	1134.562	1115.966	680.112	1167.083	4243.558	4118.243	4316.978	885.793	800.277	771.982	928.748	1091.57	960.555	4075.625	1014.182	832.517	760.293	1092.79	4334.645	711.135	4111.247	749.144	782.386	4231.969	709.033	4096.151	798.685	1263.477	4449.969	702.668	4279.951	1204.876	4199.836	940.377	955.041	4211.308	1212.396	773.424	4358.711	4298.552	1238.28	824.782	4408.76	4445.57	1213.786	658.682	4056.287	989.817	1007.999	1019.952	917.982	4140.004	733.262	4205.518	785.473	3945.654	4361.891	1018.553	4314.248	4399.324	902.833	924.834	4401.709	4105.178	1019.892	991.266	600.975	4054.029	4291.176	954.694	4339.386	1239.119	4297.785	4165.742	4222.245	1126.755	4216.274	4367.03	809.516	1133.229	896.501	752.91	1053.487	1035.124	730.26	4275.767	770.917	964.1	709.022	863.366	1211.569	799.193	4192.66	4209.758	815.473	940.048	4090.035	4199.054	4094.762	4311.13	4293.37	4419.139	4403.922	4424.03	4428.843	998.094	954.519	4399.832	844.508	4151.61	813.93	1059.713	1036.087	1145.01	1162.451	4360.971	4115.173	958.298	4293.074	1228.492	881.575	981.493	1157.436	4270.223	4270.558	1122.979	4224.926	1140.481	4404.753	
Six_zebra_models48658.py	2715.321	3857.386	3900.811	2747.41	3893.289	3957.62	2790.765	2820.318	3830.313	2775.671	4550.716	3768.338	714.391	4499.514	3818.804	589.234	474.592	4565.415	463.625	4405.833	873.07	301.586	477.757	4598.407	4483.474	383.449	4537.006	639.068	574.487	4643.486	4576.922	4641.1	4626.946	4456.253	672.208	665.196	4678.687	783.675	669.505	619.097	4609.597	533.024	2895.828	4664.863	4550.455	4635.415	706.746	688.117	522.152	650.942	4497.85	4732.142	735.106	370.225	4193.86	0.0	4637.444	4743.949	4696.357	4685.484	577.98	618.659	4337.531	4717.939	639.609	548.15	438.883	4612.864	815.515	655.874	4699.444	4704.33	4738.741	4477.788	4731.152	353.522	662.636	496.695	4490.121	4512.055	4449.899	4615.141	4641.037	4489.464	714.267	4675.044	4533.451	4325.385	4676.357	522.486	4428.205	737.947	4563.359	4523.735	437.062	4523.132	663.288	4432.135	4737.975	711.356	4456.014	556.494	4708.337	763.626	4642.303	4657.011	817.068	4743.451	4369.673	772.948	312.269	4760.592	4479.454	611.168	584.798	4765.895	4555.125	576.56	4668.227	4480.062	4540.182	4662.522	578.511	4513.867	600.658	4543.176	670.84	624.429	4674.646	284.582	533.926	4495.09	4527.704	720.047	828.9	4669.379	4713.883	4403.901	637.559	839.845	4610.809	501.35	4759.054	890.554	537.468	436.932	4751.253	797.419	787.565	4553.636	4700.105	4497.037	4384.891	4713.264	4628.116	4346.84	612.51	4534.62	4600.757	4433.611	4532.27	4674.34	4539.226	842.591	658.724	4510.736	4605.368	797.342	760.671	639.702	601.059	473.439	728.054	733.261	734.345	816.241	4667.906	4607.036	538.207	4625.196	779.175	4441.018	4652.579	4673.281	4756.478	4726.678	863.087	672.539	4503.617	414.049	4617.861	4474.732	4578.152	4753.151	731.514	565.163	4713.386	799.666	4740.295	609.432	
Six_zebra_models24181.py	4045.814	2767.82	2703.168	3979.71	2743.152	2770.054	4084.646	3946.14	2891.091	3897.693	316.924	2870.17	4428.205	602.869	3020.829	4490.46	4666.993	668.75	4567.353	659.243	4487.928	4698.876	4687.947	477.088	899.583	4750.241	506.828	4378.052	4750.686	554.393	509.662	603.714	366.892	859.213	4510.715	4420.383	296.164	4799.272	4702.845	4722.391	277.984	4637.179	3864.388	459.138	606.061	613.37	4655.375	4733.37	4577.527	4451.87	788.773	448.874	4774.997	4697.984	1119.009	4637.444	0.0	405.609	505.834	316.125	4614.491	4476.876	892.273	274.566	4508.965	4427.994	4560.242	507.036	4553.222	4706.484	499.594	444.989	650.369	844.049	500.831	4670.781	4502.565	4717.14	602.579	698.534	651.845	414.747	570.45	619.513	4421.407	468.277	783.866	753.018	252.759	4733.507	590.463	4452.247	801.275	841.836	4652.393	815.493	4442.803	694.755	424.126	4807.885	814.173	4699.58	272.24	4540.511	558.6	473.969	4561.078	356.148	817.03	4686.734	4720.346	495.894	800.013	4790.769	4840.48	419.829	784.433	4451.149	453.55	599.767	562.411	520.7	4538.741	843.139	4610.064	924.336	4339.792	4741.09	532.22	4743.662	4796.054	735.827	702.555	4743.781	4454.947	479.728	507.93	915.503	4438.834	4650.329	421.018	4742.2	498.813	4607.037	4582.932	4634.019	407.334	4582.598	4690.119	824.518	398.922	762.472	844.941	573.944	447.758	640.327	4655.614	904.204	428.65	965.757	704.856	366.622	875.888	4550.38	4559.602	856.518	655.023	4444.388	4565.754	4469.617	4711.615	4702.892	4759.894	4777.163	4766.336	4815.588	531.728	656.043	4804.236	482.473	4489.166	790.058	542.378	405.385	494.327	623.305	4674.604	4491.075	572.385	4714.993	288.7	737.25	548.937	520.667	4642.508	4689.552	413.704	4580.985	434.675	4783.108	
Six_zebra_models39759.py	4181.932	2769.807	2712.832	4110.491	2758.512	2765.286	4219.497	4075.376	2913.404	4027.096	447.524	2899.109	4542.258	549.383	3035.501	4603.608	4781.352	495.313	4678.132	731.291	4614.349	4815.079	4804.092	574.61	752.502	4865.109	691.708	4489.207	4870.26	512.686	410.608	347.176	358.427	802.386	4638.362	4534.704	299.01	4924.626	4832.846	4837.904	384.985	4762.498	3984.639	462.703	508.121	427.382	4777.652	4863.451	4686.986	4565.428	687.004	390.084	4909.363	4803.561	1098.807	4743.949	405.609	0.0	231.29	248.757	4732.874	4587.183	909.664	277.522	4620.721	4533.024	4665.777	411.393	4682.097	4836.938	320.052	366.148	372.737	788.341	363.628	4783.029	4613.614	4837.991	674.326	630.922	697.961	357.519	549.667	725.048	4536.902	302.552	691.531	908.37	336.978	4855.428	634.734	4574.656	597.934	729.686	4762.642	708.409	4565.353	783.141	477.18	4939.719	740.429	4810.913	405.861	4664.182	479.676	291.665	4683.631	406.892	878.124	4822.574	4835.051	397.196	740.781	4916.811	4963.162	308.304	644.783	4562.022	403.792	735.896	668.54	348.315	4645.119	703.352	4718.189	777.606	4451.323	4869.112	444.321	4852.119	4917.587	762.955	710.303	4875.691	4574.08	378.73	300.978	846.474	4550.299	4775.94	487.544	4864.164	441.711	4741.686	4686.445	4747.721	208.105	4699.771	4825.627	684.899	379.884	791.833	902.153	402.26	508.374	788.405	4773.16	726.708	518.006	887.839	726.78	540.089	772.076	4666.062	4687.935	804.456	597.029	4557.418	4683.383	4586.86	4824.209	4820.042	4892.545	4906.643	4900.557	4934.778	491.615	560.151	4925.495	392.762	4614.004	818.617	554.311	353.215	322.783	418.234	4811.558	4606.03	649.712	4826.354	614.248	803.405	623.118	394.217	4760.795	4798.804	266.884	4699.719	344.443	4908.548	
Six_zebra_models5087.py	4191.074	2708.363	2665.095	4118.859	2711.017	2716.672	4230.017	4080.589	2861.359	4034.953	531.071	2853.844	4512.013	553.055	2989.106	4567.375	4740.059	369.101	4639.526	747.007	4586.023	4765.969	4764.734	515.262	612.988	4815.294	733.757	4452.452	4822.1	405.173	424.262	244.162	413.883	746.958	4589.901	4501.006	399.633	4875.717	4779.195	4781.053	475.749	4714.596	3990.433	424.2	442.346	414.196	4737.389	4812.797	4652.241	4530.569	594.282	411.197	4859.958	4752.741	1015.359	4696.357	505.834	231.29	0.0	314.185	4691.589	4552.476	820.344	361.675	4588.631	4496.763	4626.613	313.696	4648.426	4786.857	295.686	316.219	299.192	732.43	301.521	4741.289	4577.924	4783.724	734.029	566.686	699.653	410.21	434.104	638.537	4500.775	232.495	580.756	856.178	462.106	4812.671	661.514	4537.989	448.016	601.426	4707.145	655.584	4524.777	772.052	472.938	4890.904	664.966	4764.428	465.715	4628.73	395.21	373.861	4652.504	508.556	812.345	4776.248	4784.81	356.643	616.224	4864.385	4910.008	372.82	540.002	4526.61	380.679	675.16	586.287	310.426	4609.307	570.388	4684.325	670.516	4419.762	4828.296	397.559	4805.14	4866.252	702.705	585.973	4828.153	4548.557	424.297	351.501	750.364	4516.925	4742.678	469.25	4811.153	407.462	4702.901	4650.67	4708.547	263.384	4669.08	4780.515	605.567	374.046	757.297	784.165	388.003	533.54	797.492	4732.153	604.38	521.037	773.042	735.212	548.745	694.493	4636.846	4642.365	732.358	546.866	4529.039	4649.914	4552.419	4786.141	4778.162	4847.206	4855.041	4851.579	4877.994	542.164	439.751	4871.091	440.417	4578.527	791.282	503.544	413.433	371.534	362.038	4767.403	4572.284	585.149	4784.432	712.777	786.528	659.955	353.998	4726.159	4764.063	277.194	4664.885	391.71	4860.314	
Six_zebra_models8371.py	4087.889	2785.502	2730.853	4015.477	2775.538	2786.872	4125.09	3979.404	2931.2	3933.271	432.279	2906.674	4483.421	582.492	3057.624	4544.857	4720.063	539.952	4620.552	725.65	4549.844	4751.105	4742.242	484.369	777.752	4800.164	668.584	4428.292	4802.862	463.822	459.401	427.333	321.728	772.543	4569.558	4476.954	297.936	4854.047	4760.634	4770.711	336.068	4692.91	3893.067	433.596	466.402	473.025	4710.724	4791.957	4633.175	4506.993	659.095	340.911	4836.815	4741.367	1105.251	4685.484	316.125	248.757	314.185	0.0	4669.677	4532.345	840.005	302.605	4565.144	4478.114	4608.0	351.196	4618.481	4766.545	380.76	290.216	476.525	770.016	395.23	4724.802	4556.816	4770.714	716.075	559.102	636.476	370.232	462.771	594.908	4475.644	256.639	640.407	789.186	256.065	4790.549	632.803	4513.068	635.922	701.793	4699.317	711.852	4500.423	697.203	402.911	4867.82	713.423	4745.306	309.952	4601.024	430.964	398.677	4620.989	428.348	772.23	4751.903	4770.27	375.552	674.452	4847.716	4894.902	299.256	683.097	4507.047	330.577	588.717	552.173	362.324	4591.214	682.803	4663.788	766.922	4398.232	4801.184	382.05	4792.779	4849.949	653.384	612.912	4805.04	4516.265	334.625	360.676	830.496	4495.972	4713.106	418.745	4798.411	385.653	4671.423	4634.294	4689.997	262.36	4640.574	4754.922	656.89	268.339	691.621	822.18	384.198	379.583	700.447	4713.709	730.904	420.273	842.114	677.155	402.088	750.216	4607.605	4620.331	752.743	526.418	4499.884	4624.319	4528.235	4765.797	4758.127	4822.707	4837.032	4829.308	4865.359	456.317	485.251	4859.009	429.724	4553.118	730.412	471.784	304.592	438.901	426.802	4739.554	4548.771	499.114	4767.031	539.158	702.545	529.521	382.241	4700.268	4745.74	270.495	4639.662	283.422	4841.726	
Six_zebra_models35233.py	2688.93	3927.589	3957.929	2748.125	3944.174	4011.692	2785.519	2858.023	3897.133	2787.747	4533.66	3817.633	566.044	4503.039	3887.539	297.875	379.36	4571.886	296.942	4403.005	554.133	535.802	398.426	4576.4	4493.247	568.867	4515.558	667.365	653.128	4630.746	4576.23	4649.834	4616.075	4461.614	598.164	436.892	4661.476	791.053	718.455	880.406	4594.962	556.009	2949.64	4658.7	4543.982	4630.199	512.911	614.152	380.025	461.66	4496.698	4720.197	688.329	624.184	4231.323	577.98	4614.491	4732.874	4691.589	4669.677	0.0	359.28	4340.297	4698.249	380.377	540.129	486.463	4615.742	358.098	610.168	4696.556	4696.211	4746.976	4479.687	4722.387	370.703	337.027	754.166	4485.727	4503.277	4446.191	4605.872	4625.375	4462.139	604.779	4660.771	4532.523	4316.138	4659.375	388.574	4434.605	440.968	4572.877	4521.751	750.017	4522.847	540.317	4421.121	4712.79	653.784	4462.367	668.226	4684.47	318.761	4631.035	4656.4	361.786	4724.075	4368.644	554.451	628.754	4745.082	4473.848	751.812	686.934	4755.368	4568.454	498.869	4653.5	4461.401	4516.376	4663.379	426.133	4519.13	372.252	4548.245	581.545	380.459	4662.987	495.596	647.351	4481.601	4506.935	550.19	608.617	4658.709	4710.048	4425.14	509.182	401.178	4600.295	637.608	4740.67	459.826	518.158	364.269	4744.75	371.515	559.202	4563.555	4682.435	4488.883	4382.776	4710.805	4615.935	4339.495	310.354	4542.192	4587.356	4442.115	4522.791	4639.323	4537.079	409.9	514.716	4505.837	4590.147	696.968	336.467	465.532	300.859	315.091	508.543	682.697	626.787	912.979	4651.995	4597.849	728.525	4625.357	378.0	4438.898	4636.092	4662.616	4752.271	4739.093	542.762	391.998	4492.005	367.573	4582.473	4461.756	4565.093	4739.362	289.578	446.045	4703.003	313.615	4725.125	493.534	
Six_zebra_models6913.py	2692.87	3794.03	3824.91	2738.84	3810.635	3879.193	2784.465	2842.703	3766.162	2759.614	4390.157	3689.829	453.874	4349.79	3753.984	190.624	500.669	4429.222	244.95	4250.795	555.659	706.775	512.44	4451.649	4348.825	766.063	4379.159	605.026	877.97	4504.887	4426.724	4503.912	4476.241	4314.597	723.919	286.333	4521.007	1043.162	938.672	1058.166	4449.838	763.513	2914.238	4529.861	4402.058	4481.699	703.592	875.448	244.946	366.783	4355.572	4588.819	958.767	759.144	4080.434	618.659	4476.876	4587.183	4552.476	4532.345	359.28	0.0	4205.302	4560.28	227.176	328.891	423.578	4481.581	473.007	852.767	4559.152	4567.416	4606.495	4332.606	4589.618	445.937	167.151	933.542	4333.503	4363.14	4297.628	4457.855	4503.199	4343.177	551.493	4526.401	4398.031	4189.263	4517.477	612.736	4284.536	410.076	4431.1	4386.035	878.307	4374.336	544.234	4281.059	4587.048	927.063	4317.897	813.18	4554.293	392.272	4496.697	4507.715	409.4	4583.262	4236.653	787.073	789.532	4616.281	4345.405	976.251	927.147	4619.587	4420.379	312.692	4518.515	4339.137	4395.636	4519.69	239.843	4382.724	255.41	4409.246	325.797	643.527	4530.35	624.659	879.946	4351.683	4385.551	816.28	509.54	4511.976	4561.486	4282.208	297.111	548.947	4465.487	836.088	4616.159	675.823	367.755	412.688	4604.148	340.573	800.195	4419.672	4550.561	4351.334	4261.018	4571.157	4480.14	4195.363	432.032	4401.151	4450.57	4307.672	4376.158	4515.952	4394.027	394.65	651.122	4368.822	4454.453	606.226	307.221	374.965	400.113	481.372	778.253	936.729	882.56	1141.669	4504.69	4470.854	934.14	4476.26	390.967	4297.892	4508.402	4519.236	4609.289	4605.013	782.595	260.806	4367.909	461.584	4448.199	4323.207	4424.836	4610.082	360.344	412.493	4566.22	357.313	4589.674	771.598	
Six_zebra_models38315.py	3939.311	2646.157	2613.74	3857.982	2680.668	2699.454	3988.574	3804.113	2770.166	3774.684	895.715	2773.524	4160.819	628.334	2924.54	4225.86	4377.681	702.501	4284.213	805.019	4238.96	4418.583	4400.37	846.345	507.93	4474.04	1113.571	4137.87	4504.615	944.147	908.766	746.457	927.054	380.449	4273.726	4149.752	987.481	4561.082	4454.839	4454.712	769.062	4389.026	3733.369	1006.952	476.322	737.128	4403.592	4487.862	4292.863	4190.545	345.333	1039.503	4529.66	4397.655	659.186	4337.531	892.273	909.664	820.344	840.005	4340.297	4205.302	0.0	965.221	4236.608	4151.377	4262.104	726.054	4309.205	4458.427	1008.627	903.053	1028.803	316.128	999.515	4376.217	4231.249	4444.047	1017.635	399.254	438.538	741.732	813.166	609.215	4181.531	753.245	421.426	436.733	843.399	4460.916	680.03	4213.961	581.95	394.011	4376.389	407.608	4193.658	437.935	1013.682	4568.498	296.618	4399.883	980.52	4294.306	634.697	874.081	4311.46	1086.277	232.76	4459.29	4435.463	1014.924	371.406	4533.306	4571.824	981.036	518.127	4174.034	685.143	558.684	631.999	690.64	4266.478	453.421	4331.207	467.403	4070.764	4478.595	724.693	4456.53	4527.112	377.311	545.048	4506.456	4214.846	686.272	733.963	417.431	4175.655	4397.664	731.365	4473.204	996.326	4394.697	4292.822	4357.652	894.69	4320.517	4464.512	462.384	836.392	398.208	538.029	799.418	682.971	547.006	4390.263	508.726	631.941	285.375	462.568	872.93	366.582	4302.552	4328.93	342.04	488.664	4201.895	4299.717	4205.199	4426.9	4424.369	4525.389	4531.761	4528.646	4559.952	636.541	578.64	4528.576	711.542	4257.495	344.106	743.434	741.824	1059.037	1021.188	4454.573	4228.347	518.068	4421.229	1067.956	392.711	648.281	923.288	4378.657	4394.869	868.437	4322.871	820.361	4528.497	
Six_zebra_models40040.py	4160.416	2758.128	2705.963	4093.088	2738.553	2758.946	4198.029	4062.398	2893.138	4008.247	405.801	2882.948	4519.081	657.471	3023.535	4573.838	4755.358	606.585	4652.184	753.978	4584.016	4779.898	4778.777	490.073	856.782	4830.495	534.107	4462.686	4831.121	409.8	457.465	503.513	374.686	925.549	4584.5	4506.598	241.347	4880.429	4778.812	4795.258	419.495	4718.655	3974.303	339.949	633.163	606.73	4747.267	4813.916	4663.654	4534.066	808.037	352.67	4857.925	4777.767	1155.874	4717.939	274.566	277.522	361.675	302.605	4698.249	4560.28	965.221	0.0	4595.309	4508.823	4646.551	485.621	4644.284	4787.691	320.252	362.746	470.39	894.538	284.773	4757.513	4584.025	4793.299	644.04	738.446	776.156	433.21	474.868	664.948	4503.034	376.934	794.799	894.138	382.631	4821.565	703.426	4533.468	733.573	829.019	4724.818	842.938	4524.413	831.916	310.475	4888.474	857.549	4785.979	259.781	4624.443	543.01	430.163	4649.845	247.394	924.162	4764.456	4800.402	316.645	804.381	4867.738	4918.391	343.359	759.817	4534.603	473.214	695.651	591.071	478.235	4618.985	829.717	4695.137	922.192	4425.133	4831.455	529.231	4823.716	4873.884	817.601	704.152	4822.057	4545.487	520.056	485.686	957.626	4521.305	4742.896	493.79	4818.977	399.368	4690.26	4665.354	4719.628	277.504	4670.85	4769.019	841.056	341.08	868.705	883.287	559.65	552.333	803.695	4737.1	872.217	520.107	993.717	813.419	401.795	897.943	4637.837	4638.198	902.468	702.059	4532.65	4651.328	4554.887	4796.504	4787.301	4840.428	4854.924	4843.857	4889.639	607.847	629.104	4879.309	495.78	4569.838	903.343	561.15	435.476	320.53	506.495	4754.077	4574.233	653.576	4798.245	425.417	863.992	693.774	422.477	4729.105	4776.271	289.974	4663.931	421.981	4862.763	
